,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,updated_github_id
336,axle,axlelang/axle,,sci,,https://github.com/axlelang/axle,https://github.com/axlelang/axle,,2011-02-21 23:18:53,2023-05-28 04:37:06,2023-05-28 04:37:04,4482.0,,9.0,4.0,241.0,,21.0,66,,,,Axle Domain Specific Language for Scientific Cloud Computing and Visualization.,,,7.0,9,,,,False,3,,,,
337,glokka,xitrum-framework/glokka,,distributed,,https://github.com/xitrum-framework/glokka,https://github.com/xitrum-framework/glokka,MIT,2013-07-15 21:36:00,2021-01-16 16:55:48,2021-01-16 16:55:41,112.0,,4.0,9.0,1.0,4.0,26.0,56,,,,Library to register and lookup actors by names in an Akka cluster.,,,3.0,9,,,,False,3,,,,
338,lucene4s,outr/lucene4s,,db-clients,"['scala3', 'scalajs']",https://github.com/outr/lucene4s,https://github.com/outr/lucene4s,MIT,2016-10-11 18:40:58,2021-07-18 01:06:33,2021-05-17 19:36:10,153.0,,18.0,7.0,16.0,2.0,8.0,54,,,,Light-weight convenience wrapper around Lucene to simplify complex tasks and add Scala sugar.,,,5.0,9,,,,False,3,,,,
339,media4s,outr/media4s,,media,,https://github.com/outr/media4s,https://github.com/outr/media4s,MIT,2016-09-28 20:04:06,2023-12-29 17:38:03,2023-12-29 17:37:53,59.0,,4.0,6.0,4.0,,3.0,34,2023-02-13 02:15:20,1.0.18,1.0,"Scala command-line wrapper around ffmpeg, ffprobe, ImageMagick, and other tools relating to media.",,,3.0,9,,,,True,3,,,,
340,sparkplug,indix/sparkplug,,bigdata,,https://github.com/indix/sparkplug,https://github.com/indix/sparkplug,Apache-2.0,2017-10-13 11:35:57,2020-05-15 09:11:07,2020-05-15 09:01:41,90.0,,2.0,7.0,5.0,,,28,2020-05-15 09:11:07,0.6.0,8.0,Spark package to plug holes in data using SQL based rules.,,,8.0,9,,,,False,3,,,,
341,ReactiveCouchbase-rs-core,ReactiveCouchbase/ReactiveCouchbase-rs-core,,db-clients,,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,Apache-2.0,2017-02-08 08:16:45,2018-04-23 09:37:17,2018-04-23 09:35:53,131.0,,10.0,7.0,13.0,8.0,11.0,26,2017-09-29 15:00:23,1.0.0,1.0,New ReactiveCouchbase driver using reactive-streams.,,,8.0,9,,,,False,3,,,,
342,kvs,zero-deps/kvs,,db-clients,,https://github.com/zero-deps/kvs,https://github.com/zero-deps/kvs,MIT,2019-08-09 21:21:29,2024-03-05 09:43:07,2024-03-05 09:42:45,826.0,,2.0,7.0,4.0,3.0,11.0,23,2022-06-24 23:03:51,6.1,2.0,"Highly available distributed strong eventual consistent and sequentially consistent storage with feeds, sorting and..",,,16.0,9,,,,True,3,,,,
343,scala2plantuml,bottech/scala2plantuml,,env,,https://github.com/BotTech/scala2plantuml,https://github.com/BotTech/scala2plantuml,MIT,2021-03-03 02:34:35,2024-07-29 10:46:59,2021-03-24 09:23:58,162.0,,5.0,1.0,249.0,10.0,1.0,23,2021-03-09 21:56:07,0.3.0,4.0,Scala2PlantUML generates PlantUML diagrams from Scala code.,,,2.0,9,,,,False,3,,,,
344,aws-request-signer,ticofab/aws-request-signer,,sec,,https://github.com/ticofab/aws-request-signer,https://github.com/ticofab/aws-request-signer,Apache-2.0,2015-12-18 10:09:29,2019-08-13 16:19:00,2019-08-13 16:18:59,76.0,,15.0,4.0,14.0,5.0,9.0,21,2015-12-27 21:01:56,0.1.0,1.0,Scala library to sign HTTP requests to AWS services.,,,10.0,9,,,,False,3,,,,
345,akka-persistence-gcp-datastore,innFactory/akka-persistence-gcp-datastore,,db-clients,,https://github.com/innFactory/akka-persistence-gcp-datastore,https://github.com/innFactory/akka-persistence-gcp-datastore,Apache-2.0,2019-11-29 19:52:00,2024-07-26 00:19:04,2022-03-15 00:18:23,292.0,,3.0,4.0,206.0,1.0,,19,,,,akka-persistence-gcp-datastore is a journal and snapshot store plugin for akka-persistence using google cloud..,,,4.0,9,,,,False,3,,,,
346,synapsegrid,primetalk/synapsegrid,,reactive,,https://github.com/Primetalk/SynapseGrid,https://github.com/Primetalk/SynapseGrid,,2013-06-28 09:11:53,2021-01-26 18:39:49,2019-09-22 16:45:19,244.0,,8.0,17.0,4.0,5.0,7.0,124,,,,SynapseGrid is a framework for constructing dynamic low latency data flow systems.,,,6.0,8,,,,False,3,,,,
347,Freasy-Monad,Thangiee/Freasy-Monad,,toolkits,['scalajs'],https://github.com/Thangiee/Freasy-Monad,https://github.com/Thangiee/Freasy-Monad,MIT,2016-09-05 06:07:02,2018-06-15 23:31:10,2018-06-15 23:31:09,94.0,,8.0,7.0,1.0,,11.0,114,,,,Easy way to create Free Monad using Scala macros with first-class Intellij support.,,,4.0,8,,,,False,3,,,,
348,shade,monix/shade,,db-clients,,https://github.com/monix/shade,https://github.com/monix/shade,MIT,2013-06-24 11:30:05,2021-03-18 23:25:57,2018-03-24 04:39:05,133.0,,19.0,11.0,43.0,13.0,16.0,107,,,,Memcached client for Scala.,,,12.0,8,,,,False,3,,,,
349,clist,backuity/clist,,others,,https://github.com/backuity/clist,https://github.com/backuity/clist,Apache-2.0,2014-11-10 12:31:30,2019-06-11 07:53:38,2019-06-11 07:53:37,109.0,,10.0,3.0,11.0,5.0,16.0,105,,,,Command Line Interface Scala Toolkit.,,,7.0,8,,,,False,3,,,,
350,morpheus,outworkers/morpheus,,db-clients,,https://github.com/outworkers/morpheus,https://github.com/outworkers/morpheus,,2015-09-03 10:48:15,2019-06-12 10:57:50,2019-06-12 10:57:47,217.0,,4.0,5.0,18.0,,,101,2016-04-11 09:47:33,"org=com.websudos,name=morpheus,version=0.2.7",2.0,Reactive type-safe Scala driver for SQL databases.,,,5.0,8,,,,False,3,,,,
351,mgo,openmole/mgo,,sci,['scala3'],https://github.com/openmole/mgo,https://github.com/openmole/mgo,,2012-08-29 13:04:39,2024-07-31 15:44:48,2024-07-31 13:33:10,1248.0,7.0,3.0,14.0,1.0,9.0,2.0,71,2016-04-26 07:11:36,2.0,1.0,Purely functional genetic algorithms for multi-objective optimisation.,,,8.0,8,,,,False,3,,,,
352,jam,yakivy/jam,,di,"['scala3', 'scalajs']",https://github.com/yakivy/jam,https://github.com/yakivy/jam,MIT,2021-02-12 09:59:54,2024-03-13 20:09:28,2024-03-13 20:09:25,52.0,,4.0,3.0,2.0,,9.0,60,,,,Incredibly simple DI Scala library.,,,4.0,8,,,,True,3,,,,
353,xs4s,scalawilliam/xs4s,,others,['scala3'],https://github.com/ScalaWilliam/xs4s,https://github.com/ScalaWilliam/xs4s,,2014-05-14 08:22:44,2023-10-12 19:31:20,2021-07-27 17:45:22,89.0,,12.0,6.0,12.0,1.0,2.0,60,2021-08-01 12:19:22,0.9.1,7.0,XML Streaming for Scala including FS2/cats support.,,,5.0,8,,,,False,3,,,,
354,scalarelational,outr/scalarelational,,db-clients,,https://github.com/outr/scalarelational,https://github.com/outr/scalarelational,,2013-11-01 17:14:15,2024-04-18 14:19:11,2019-03-06 15:27:46,520.0,,9.0,12.0,52.0,15.0,49.0,58,,,,"Type-Safe framework for defining, modifying, and querying SQL databases.",,,7.0,8,,,,False,3,,,,
355,scallion,epfl-lara/scallion,,parsers,,https://github.com/epfl-lara/scallion,https://github.com/epfl-lara/scallion,Apache-2.0,2019-05-24 20:22:52,2022-10-16 15:31:05,2022-10-03 15:48:20,284.0,,15.0,12.0,10.0,3.0,2.0,56,2022-10-16 15:31:05,0.6,1.0,LL(1) parser combinators in Scala.,,,8.0,8,,,,False,3,427.0,19.0,,
356,ostinato,marianogappa/ostinato,,others,,https://github.com/marianogappa/ostinato,https://github.com/marianogappa/ostinato,MIT,2015-11-02 09:35:53,2019-08-25 19:32:14,2019-08-25 19:31:59,271.0,,6.0,5.0,,6.0,5.0,53,2017-03-18 09:26:44,1.0.2,1.0,A chess library that runs on the server (Scala) and on the browser (ScalaJS).,,,2.0,8,,,,False,3,66.0,0.0,,
357,fields,jap-company/fields,,data,['scala3'],https://github.com/jap-company/fields,https://github.com/jap-company/fields,Apache-2.0,2022-05-29 10:37:51,2022-08-09 21:26:10,2022-08-09 21:18:26,45.0,,4.0,2.0,21.0,6.0,12.0,47,2022-08-09 21:26:35,0.4.16,27.0,Scala validation library.,,,1.0,8,,,,False,3,,,,
358,figlet4s,colofabrix/figlet4s,,others,,https://github.com/ColOfAbRiX/figlet4s,https://github.com/ColOfAbRiX/figlet4s,MIT,2020-08-06 21:12:42,2022-11-09 21:16:15,2022-11-08 17:43:17,192.0,,,2.0,1.0,12.0,9.0,39,2022-11-09 21:10:43,0.3.2,5.0,ASCII-art banners in Scala.,,,1.0,8,,,,False,3,,,,
359,scaposer,xitrum-framework/scaposer,,others,,https://github.com/xitrum-framework/scaposer,https://github.com/xitrum-framework/scaposer,MIT,2011-09-09 01:02:13,2023-12-18 18:08:10,2019-07-04 11:49:52,113.0,,6.0,9.0,10.0,4.0,14.0,38,,,,GNU Gettext .po file loader for Scala.,,,9.0,8,,,,False,3,,,,
360,freedsl,ISCPIF/freedsl,,toolkits,,https://github.com/ISCPIF/freedsl,https://github.com/ISCPIF/freedsl,,2016-10-27 16:19:11,2018-09-12 13:19:12,2018-09-12 13:18:57,208.0,,1.0,7.0,1.0,,,36,,,,Practical effect composition library based on abstract wrapping type and the free monad.,,,2.0,8,,,,False,3,,,,
361,codacy-scalameta,codacy/codacy-scalameta,,development-cycle,,https://github.com/codacy/codacy-scalameta,https://github.com/codacy/codacy-scalameta,,2016-06-14 13:54:18,2023-09-19 16:35:07,2023-09-19 16:35:05,179.0,,17.0,16.0,66.0,1.0,,34,,,,Codacy tool for Scalameta.,,,21.0,8,,,,False,3,,,,
362,sbt-json,battermann/sbt-json,,json,,https://github.com/battermann/sbt-json,https://github.com/battermann/sbt-json,MIT,2017-08-16 16:28:39,2018-05-29 20:34:36,2018-05-29 20:33:52,104.0,,4.0,5.0,6.0,1.0,4.0,31,,,,"sbt plugin that generates Scala case classes for easy, statically typed and implicit access of JSON data e.g. from API..",,,3.0,8,,,,False,3,,,,
363,etcd4s,mingchuno/etcd4s,,db-clients,,https://github.com/mingchuno/etcd4s,https://github.com/mingchuno/etcd4s,MIT,2017-11-17 11:26:19,2024-08-19 22:46:54,2022-03-07 09:38:29,84.0,,4.0,3.0,53.0,3.0,1.0,31,,,,Scala etcd client implementing V3 APIs.,,,4.0,8,,,,False,3,,,,
364,scala-xgettext,xitrum-framework/scala-xgettext,,others,,https://github.com/xitrum-framework/scala-xgettext,https://github.com/xitrum-framework/scala-xgettext,MIT,2013-01-04 10:12:48,2021-01-17 01:44:53,2021-01-17 01:43:33,76.0,,11.0,9.0,9.0,3.0,12.0,25,,,,Scala compiler plugin that acts like GNU xgettext command to extract i18n strings in Scala source code files to..,,,8.0,8,,,,False,3,,,,
365,poppet,yakivy/poppet,,distributed,"['scala3', 'scalajs']",https://github.com/yakivy/poppet,https://github.com/yakivy/poppet,MIT,2020-05-12 14:32:28,2024-06-14 14:40:35,2024-06-14 14:40:32,96.0,3.0,2.0,2.0,1.0,,3.0,25,,,,"Minimal, type-safe RPC Scala library.",,,2.0,8,,,,True,3,,,,
366,pos,johnreedlol/pos,,env,,https://github.com/JohnReedLOL/pos,https://github.com/JohnReedLOL/pos,Apache-2.0,2018-09-25 01:19:23,2020-10-27 07:37:05,2020-05-05 16:13:09,69.0,,3.0,3.0,37.0,12.0,3.0,23,,,,Macro based print debugging for Scala code. Locates debug statements in your IDE. Supports logging.,,,4.0,8,,,,False,3,,,,
367,scala-phash,poslegm/scala-phash,,media,,https://github.com/poslegm/scala-phash,https://github.com/poslegm/scala-phash,MIT,2017-03-17 05:59:47,2020-07-22 10:26:17,2020-07-22 10:26:09,73.0,,3.0,1.0,3.0,,5.0,20,2019-06-10 22:19:24,1.2.2,5.0,Image comparison by hash codes.,,,3.0,8,,,,False,3,,,,
368,analogweb-scala,analogweb/analogweb-scala,,web-frameworks,['scala3'],https://github.com/analogweb/analogweb-scala,https://github.com/analogweb/analogweb-scala,MIT,2013-12-19 15:49:54,2023-12-30 08:31:49,2022-07-19 14:14:08,414.0,,2.0,4.0,18.0,1.0,26.0,13,,,,Tiny High Performance HTTP Server for Scala.,,,4.0,8,,,,False,3,,,,
369,tupson,sake92/tupson,,json,"['scala3', 'scalajs']",https://github.com/sake92/tupson,https://github.com/sake92/tupson,Apache-2.0,2021-12-04 18:27:51,2024-07-16 15:33:34,2024-07-16 15:33:30,127.0,4.0,,3.0,4.0,,,6,,,2.0,Stupid simple Scala 3 library for writing and reading JSON.,,,,8,,,,False,3,,,,
370,stone,sake92/stone,,env,['scalajs'],https://github.com/sake92/stone,https://github.com/sake92/stone,Apache-2.0,2019-08-14 18:46:15,2020-10-01 13:21:19,2020-10-01 13:21:18,31.0,,3.0,3.0,4.0,,4.0,4,2020-09-08 16:42:47,0.2.0,1.0,URL (de)construct. Withers.,,,,8,,,,False,3,,,,
371,reactors,storm-enroute/reactors,,reactive,,https://github.com/storm-enroute/reactors,https://github.com/storm-enroute/reactors,BSD-3-Clause,2015-11-15 00:51:21,2018-02-03 20:45:14,2018-02-03 11:10:38,2413.0,,1.0,4.0,,,,4,,,,A concurrent reactive programming framework.,,,15.0,8,,,,False,3,,,,
372,msgpack-scala,msgpack/msgpack-scala,,data,,https://github.com/msgpack/msgpack-scala,https://github.com/msgpack/msgpack-scala,,2011-10-18 05:54:24,2018-06-14 09:56:10,2017-11-30 05:23:29,66.0,,28.0,11.0,14.0,8.0,6.0,94,,,,MessagePack serializer implementation for Scala / msgpack.org[Scala].,,,8.0,7,,,,False,3,,,,
373,scala-sql,wangzaixiang/scala-sql,,db-clients,['scala3'],https://github.com/wangzaixiang/scala-sql,https://github.com/wangzaixiang/scala-sql,,2012-05-29 01:09:15,2023-05-31 09:16:02,2023-05-31 09:15:37,126.0,,19.0,10.0,1.0,,2.0,89,2019-01-04 03:19:55,2.0.7,3.0,scala SQL api.,,,5.0,7,,,,False,3,,,,
374,aws4s,aws4s/aws4s,,others,,https://github.com/aws4s/aws4s,https://github.com/aws4s/aws4s,MIT,2017-12-03 14:49:45,2018-06-20 20:31:43,2018-06-20 20:31:30,100.0,,12.0,6.0,21.0,9.0,7.0,87,,,,"Non-blocking AWS SDK for Scala exposing strongly-typed APIs built on top of http4s, fs2 and cats.",,,1.0,7,,,,False,3,,,,
375,chromaprint.scala,mgdigital/chromaprint.scala,,media,,https://github.com/mgdigital/Chromaprint.scala,https://github.com/mgdigital/Chromaprint.scala,,2019-05-06 21:36:41,2019-07-04 12:53:08,2019-07-04 12:52:59,162.0,,7.0,4.0,9.0,2.0,,85,,,,Chromaprint/AcoustID audio fingerprinting for the JVM.,,,,7,,,,False,3,,,,
376,pagelets,splink/pagelets,,web-frameworks,,https://github.com/splink/pagelets,https://github.com/splink/pagelets,Apache-2.0,2016-10-03 17:48:28,2022-01-31 22:50:46,2022-01-31 22:49:47,138.0,,5.0,9.0,7.0,,5.0,76,,,,A module for the Play Framework to build highly modular applications.,,,2.0,7,,,,False,3,,,,
377,synapses,mrdimosthenis/synapses,,sci,,https://github.com/mrdimosthenis/Synapses,https://github.com/mrdimosthenis/Synapses,MIT,2019-11-24 17:51:43,2021-09-23 20:55:47,2021-09-23 20:55:47,99.0,,6.0,8.0,23.0,,2.0,70,,,,A group of neural-network libraries for functional and mainstream languages.,,,6.0,7,,,,False,3,,,,
378,OAuth2-mock-play,zalando-stups/OAuth2-mock-play,,sec,,https://github.com/zalando-stups/OAuth2-mock-play,https://github.com/zalando-stups/OAuth2-mock-play,MIT,2016-06-01 12:50:40,2019-04-10 09:30:03,2017-07-23 10:30:38,47.0,,5.0,9.0,16.0,3.0,2.0,25,,,,An implementation of an OAuth2 server designed for mocking/testing.,,,8.0,7,,,,False,3,,,,
379,google-api-scala,eckerdcollege/google-api-scala,,others,,https://github.com/EckerdCollege/google-api-scala,https://github.com/EckerdCollege/google-api-scala,Apache-2.0,2016-05-11 02:57:25,2018-02-13 23:18:23,2018-02-13 23:17:47,162.0,,5.0,4.0,9.0,2.0,2.0,18,,,,"This API is a wrapper for the google java libraries. Currently mapping Admin Directory, Drive, and Calendar.",,,,7,,,,False,3,,,,
380,annette,annetteplatform/annette,,distributed,,https://github.com/annetteplatform/annette,https://github.com/annetteplatform/annette,Apache-2.0,2020-09-28 16:48:14,2024-06-21 13:14:48,2024-06-21 13:14:48,407.0,1.0,1.0,2.0,35.0,,12.0,18,2023-07-18 09:19:53,0.5.1,14.0,"Platform to build distributed, scalable, enterprise-wide business applications.",,,2.0,7,,,,True,3,,,,
381,mailgun4s,outr/mailgun4s,,others,['scala3'],https://github.com/outr/mailgun4s,https://github.com/outr/mailgun4s,MIT,2016-08-18 01:03:36,2024-05-05 01:08:31,2023-12-27 18:54:25,100.0,,7.0,4.0,66.0,,7.0,17,,,,Mailgun API implementation in Scala.,,,6.0,7,,,,True,3,,,,
382,mapperdao,kostaskougios/mapperdao,,db-clients,,https://github.com/kostaskougios/mapperdao,https://github.com/kostaskougios/mapperdao,,2015-03-13 23:38:56,2018-05-14 17:34:31,2018-05-14 17:34:27,2004.0,,4.0,4.0,4.0,3.0,6.0,14,,,,A Scala ORM library.,,,10.0,7,,,,False,3,,,,
383,frontier,zero-deps/frontier,,http,,https://github.com/zero-deps/frontier,https://github.com/zero-deps/frontier,MIT,2020-10-02 14:06:05,2024-03-05 09:48:46,2024-03-05 09:48:35,124.0,,3.0,5.0,4.0,,4.0,9,,,,"Fast, efficient, pure-functional, effect-free websocket, http and udp server, http client and telegram bot.",,,6.0,7,,,,False,3,,,,
384,avro-codegen,malcolmgreaves/avro-codegen,,data,,https://github.com/malcolmgreaves/avro-codegen,https://github.com/malcolmgreaves/avro-codegen,,2017-07-28 04:15:28,2020-05-29 21:59:56,2020-05-28 18:28:33,56.0,,4.0,4.0,5.0,,,9,2018-05-04 02:38:58,0.3.7,3.0,Scala code generator for Avro schemas.,,,10.0,7,,,,False,3,,,,
385,jefe,outr/jefe,,http,,https://github.com/outr/jefe,https://github.com/outr/jefe,MIT,2016-03-23 13:45:36,2020-01-17 23:50:29,2020-01-17 23:49:36,203.0,,,4.0,1.0,8.0,13.0,8,,,,"Manages installation, updating, downloading, launching, error reporting, and more for your application.",,,,7,,,,False,3,,,,
386,vecmatlib,hexagonnico/vecmatlib,,sci,,https://github.com/ScalaMath/VecMatLib,https://github.com/ScalaMath/VecMatLib,Apache-2.0,2023-01-01 20:45:23,2024-05-28 12:25:37,2024-05-28 12:24:40,101.0,5.0,,2.0,1.0,,,3,2024-05-28 12:26:59,3.1,10.0,Open source Scala library that provides data structures for vectors and matrices.,,,,7,,,,False,3,,,,ScalaMath/VecMatLib
387,lamma,maxcellent/lamma,,toolkits,,https://github.com/maxcellent/lamma,https://github.com/maxcellent/lamma,,2014-05-26 15:37:29,2020-05-25 08:37:51,2020-05-25 08:37:50,230.0,,18.0,7.0,1.0,1.0,13.0,90,,,,Lamma schedule generator for Scala is a professional schedule generation library for periodic schedules like fixed..,,,1.0,6,,,,False,3,,,,
388,sfcurve,locationtech/sfcurve,,others,,https://github.com/locationtech/sfcurve,https://github.com/locationtech/sfcurve,,2015-06-25 18:38:33,2022-11-28 19:43:38,2022-11-28 19:43:38,47.0,,25.0,12.0,23.0,6.0,2.0,81,,,,"LocationTech SFCurve is a Scala library for the creation, transformation, and querying of space-filling curves.",,,6.0,6,,,,False,3,,,,
389,spliff,sirthias/spliff,,others,"['scala3', 'scalajs']",https://github.com/sirthias/spliff,https://github.com/sirthias/spliff,MPL-2.0,2021-04-22 08:08:09,2024-08-19 20:20:16,2024-06-17 11:37:55,102.0,2.0,2.0,5.0,125.0,,1.0,58,,,,Efficient diffing in Scala.,,,3.0,6,,,,True,3,,,,
390,ndscala,sciscala/ndscala,,sci,,https://github.com/SciScala/NDScala,https://github.com/SciScala/NDScala,AGPL-3.0,2020-06-14 13:57:45,2022-12-22 18:02:46,2022-12-22 18:02:26,112.0,,5.0,7.0,2.0,,1.0,48,,,,N-dimensional / multi-dimensional arrays (tensors) in Scala 3. Think NumPy ndarray / PyTorch Tensor but type-safe over..,,,3.0,6,,,,False,3,,,,
391,dupin,yakivy/dupin,,data,"['scala3', 'scalajs']",https://github.com/yakivy/dupin,https://github.com/yakivy/dupin,MIT,2019-11-06 18:56:13,2024-04-02 14:41:45,2024-04-02 14:41:39,74.0,,2.0,3.0,1.0,,,42,,,,"Minimal, idiomatic, customizable validation Scala library.",,,2.0,6,,,,True,3,,,,
392,fm-flatfile,frugalmechanic/fm-flatfile,,csv-yaml,['scala3'],https://github.com/frugalmechanic/fm-flatfile,https://github.com/frugalmechanic/fm-flatfile,Apache-2.0,2014-04-23 20:49:52,2023-07-13 23:54:52,2023-07-13 23:54:43,110.0,,3.0,5.0,3.0,3.0,,11,,,,Scala Library for Reading Flat File Data (CSV/TSV/XLS/XLSX).,,,2.0,6,,,,False,3,,,,
393,sclasner,xitrum-framework/sclasner,,di,,https://github.com/xitrum-framework/sclasner,https://github.com/xitrum-framework/sclasner,MIT,2011-09-09 04:48:43,2019-11-16 00:08:39,2019-11-16 00:08:30,66.0,,,5.0,,,3.0,10,,,,Scala classpath scanner.,,,5.0,6,,,,False,3,,,,
394,service-chassis,allawala/service-chassis,,others,,https://github.com/allawala/service-chassis,https://github.com/allawala/service-chassis,,2017-03-18 11:30:44,2024-08-17 17:50:47,2024-08-17 17:50:31,161.0,5.0,2.0,1.0,3.0,,81.0,7,,,,A scala chassis to get your applications and services bootstrapped quickly.,,,4.0,6,,,,False,3,,,,
395,wire-signals,wireapp/wire-signals,,reactive,['scala3'],https://github.com/wireapp/wire-signals,https://github.com/wireapp/wire-signals,GPL-3.0,2019-01-25 09:51:56,2021-07-06 11:07:01,,,,5.0,,,7.0,,12,,,,A small and effective event-handling library for Scala.,,,2.0,5,,,,False,3,,,,
396,scalajs-router,sake92/scalajs-router,,env,['scalajs'],https://github.com/sake92/scalajs-router,https://github.com/sake92/scalajs-router,Apache-2.0,2020-09-09 19:32:07,2020-12-14 15:21:12,2020-12-14 15:21:06,18.0,,,3.0,,,,4,,,,ScalaJS frontend router.,,,,5,,,,False,3,,,,
397,sevenz4s,gonearewe/sevenz4s,,others,,https://github.com/gonearewe/SevenZ4S,https://github.com/gonearewe/SevenZ4S,LGPL-2.1,2021-01-11 08:15:26,2021-02-01 02:27:22,2021-02-01 02:27:22,19.0,,8.0,2.0,1.0,,,44,,,,"SevenZip library for Scala, easy to use.",,,1.0,4,,,,False,3,,,,
398,veto,splink/veto,,data,,https://github.com/splink/veto,https://github.com/splink/veto,Apache-2.0,2019-02-27 14:05:46,2020-01-21 23:32:27,2020-01-21 23:32:26,31.0,,1.0,2.0,1.0,,,6,,,,If you dont agree with the data.,,,2.0,4,,,,False,3,,,,
399,json,nestorpersist/json,,json,,https://github.com/nestorpersist/json,https://github.com/nestorpersist/json,,2012-11-17 19:43:13,2018-03-09 04:32:45,2016-12-16 16:48:10,115.0,,8.0,6.0,10.0,,2.0,11,,,,"Persist-Json, a Fast Json Parser Written in Scala.",,,2.0,3,,,,False,3,,,,
400,google4s,toknapp/google4s,,others,,https://github.com/toknapp/google4s,https://github.com/toknapp/google4s,,2018-12-27 23:37:30,2019-01-22 12:00:59,2019-01-22 12:00:52,29.0,,,5.0,3.0,3.0,1.0,11,,,,"A lean, functional library for Google Cloud Services in Scala.",,,3.0,3,,,,False,3,,,,
