,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,updated_github_id
266,mainargs,com-lihaoyi/mainargs,others,https://github.com/com-lihaoyi/mainargs,https://github.com/com-lihaoyi/mainargs,,2020-11-14 09:00:48,2025-01-20 08:52:29,2025-01-20 04:36:52,203.0,2.0,23.0,8.0,150.0,28.0,16.0,193,2024-10-11 09:56:03,0.7.6,,,21.0,"A small, convenient, dependency-free library for command-line argument parsing in Scala.",,,14.0,12,False,3,,"['scala3', 'scalajs']",,,,,
267,spoiwo,norbert-radyk/spoiwo,csv-yaml,https://github.com/norbert-radyk/spoiwo,https://github.com/norbert-radyk/spoiwo,MIT,2014-01-05 13:42:05,2022-09-18 15:42:58,2022-09-18 15:42:58,256.0,,45.0,13.0,44.0,11.0,21.0,182,,,,,,Scala POI Wrapper for the spreadsheet generation in Excel:.,,,20.0,12,False,3,,['scala3'],,,,,
268,onnx-scala,emergentorder/onnx-scala,sci,https://github.com/EmergentOrder/onnx-scala,https://github.com/EmergentOrder/onnx-scala,AGPL-3.0,2018-08-15 00:20:30,2025-01-24 19:10:51,2025-01-24 19:10:32,1506.0,5.0,8.0,7.0,496.0,2.0,9.0,138,2022-12-22 18:12:39,0.17.0,,,13.0,"An ONNX (Open Neural Network eXchange) API and backend for typeful, functional deep learning and classical machine..",,,4.0,12,True,3,,"['scala3', 'scalajs']",,,,,
269,doddle-model,picnicml/doddle-model,sci,https://github.com/picnicml/doddle-model,https://github.com/picnicml/doddle-model,Apache-2.0,2018-02-09 13:54:54,2024-08-13 01:11:34,2020-03-27 10:19:20,299.0,,23.0,14.0,151.0,34.0,29.0,137,,,,,11.0,doddle-model: machine learning in Scala.,,,8.0,12,False,3,,,,,,,
270,rtree2d,plokhotnyuk/rtree2d,others,https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2025-02-04 07:14:02,2025-02-04 07:14:02,785.0,8.0,11.0,11.0,548.0,9.0,10.0,134,2024-07-21 09:08:50,0.11.13,,,27.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,,,6.0,12,True,3,,"['scala3', 'scalajs']",,,,,
271,fastring,atry/fastring,env,https://github.com/Atry/fastring,https://github.com/Atry/fastring,Apache-2.0,2012-11-25 07:09:25,2025-01-05 01:20:18,2024-05-03 07:01:51,533.0,,10.0,8.0,243.0,7.0,4.0,127,2018-03-26 01:49:18,1.0.0,,,4.0,Extremely fast string formatting.,,,7.0,12,True,2,,['scalajs'],,,,,
272,hepek,sake92/hepek,templating,https://github.com/sake92/hepek,https://github.com/sake92/hepek,Apache-2.0,2018-02-04 18:22:55,2024-10-09 16:52:04,2024-10-09 16:51:59,511.0,,10.0,7.0,283.0,13.0,23.0,108,2024-05-29 10:14:57,0.29.0,,,2.0,Typesafe HTML templates and static site generator in pure Scala.,,,6.0,12,True,3,,"['scala3', 'scalajs']",,,,,
273,scala-jsonapi,scala-jsonapi/scala-jsonapi,json,https://github.com/scala-jsonapi/scala-jsonapi,https://github.com/scala-jsonapi/scala-jsonapi,MIT,2015-11-09 12:47:14,2018-12-28 12:29:57,2018-06-11 08:54:13,135.0,,24.0,29.0,52.0,16.0,34.0,106,,,,,,"Scala support library for integrating the JSON API spec with Spray, Play! or Circe.",,,21.0,12,False,3,,,,,,,
274,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,sbt,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2024-06-25 04:38:12,2023-07-15 18:48:14,500.0,,17.0,32.0,164.0,8.0,6.0,91,2022-03-19 19:01:11,3.0.2,,,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,,,12.0,12,False,3,,,,,,,
275,fast-string-interpolator,plokhotnyuk/fast-string-interpolator,env,https://github.com/plokhotnyuk/fast-string-interpolator,https://github.com/plokhotnyuk/fast-string-interpolator,Apache-2.0,2018-03-06 17:45:04,2025-01-26 08:32:10,2025-01-26 08:32:10,400.0,5.0,7.0,16.0,318.0,2.0,5.0,91,2022-10-13 08:37:27,0.6.3,,,11.0,Scala macro that generates ultra-fast string interpolators.,,,7.0,12,True,2,,"['scala3', 'scalajs']",,,,,
276,fury,propensive/fury,development-cycle,https://github.com/propensive/fury,https://github.com/propensive/fury,Apache-2.0,2018-09-29 17:43:17,2024-12-27 13:38:38,2024-12-27 13:38:38,618.0,5.0,2.0,4.0,9.0,20.0,37.0,86,2022-12-04 21:54:49,0.8.0,1657.0,44.0,9.0,A build tool for Scala.,,,1.0,12,True,3,,,,,,,
277,enableIf.scala,ThoughtWorksInc/enableIf.scala,toolkits,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2024-06-25 04:37:36,2023-07-02 02:55:58,438.0,,5.0,28.0,133.0,5.0,5.0,66,2022-04-02 07:19:04,1.1.8,,,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",,,6.0,12,False,3,,,,,,,
278,sbt-ide-settings,Jetbrains/sbt-ide-settings,sbt,https://github.com/JetBrains/sbt-ide-settings,https://github.com/JetBrains/sbt-ide-settings,Apache-2.0,2015-02-13 12:06:38,2025-01-09 18:21:47,2025-01-09 18:21:47,41.0,1.0,7.0,22.0,2.0,9.0,6.0,63,2025-01-06 16:08:29,1.1.2,,,5.0,SBT plugin for tweaking various IDE settings.,,,8.0,12,True,3,,,,,,,
279,lucene4s,outr/lucene4s,db-clients,https://github.com/outr/lucene4s,https://github.com/outr/lucene4s,MIT,2016-10-11 18:40:58,2025-02-01 15:45:45,2025-02-01 15:45:31,157.0,4.0,19.0,7.0,17.0,2.0,8.0,53,2025-02-01 15:45:58,1.12.0,,,1.0,Light-weight convenience wrapper around Lucene to simplify complex tasks and add Scala sugar.,,,6.0,12,True,3,,"['scala3', 'scalajs']",,,,3.0,
280,sharaf,sake92/sharaf,web-frameworks,https://github.com/sake92/sharaf,https://github.com/sake92/sharaf,Apache-2.0,2023-04-06 01:38:35,2024-12-25 21:29:33,2024-12-25 21:29:29,268.0,11.0,2.0,6.0,3.0,3.0,5.0,37,2024-12-25 21:51:24,0.8.1,,,2.0,Minimalistic Scala 3 web framework.,,,2.0,12,True,3,,['scala3'],,,,,
281,otavia-serde-json,otavia-projects/otavia,json,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,3.0,3.0,,,,36,2024-09-16 16:21:02,0.4.5,,,11.0,Your shiny new IO & Actor programming model!.,3.0,,1.0,12,True,3,cc.otavia:otavia-serde-json_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-serde-json_3,2024-09-15 09:19:32,3.0,,
282,otavia-sql,otavia-projects/otavia,db-clients,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,3.0,3.0,,,,36,2024-09-16 16:21:02,0.4.5,,,11.0,Your shiny new IO & Actor programming model!.,4.0,,1.0,12,True,3,cc.otavia:otavia-sql_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-sql_3,2024-09-15 09:19:41,4.0,,
283,spata,fingo/spata,csv-yaml,https://github.com/fingo/spata,https://github.com/fingo/spata,Apache-2.0,2020-05-29 22:01:35,2024-11-17 12:17:39,2024-09-30 18:08:47,465.0,,8.0,4.0,29.0,,5.0,36,2024-11-17 13:10:44,2.1.4,,,13.0,"Functional, stream-based CSV processor for Scala.",,,4.0,12,True,3,,['scala3'],,,,,
284,proto,zero-deps/proto,data,https://github.com/zero-deps/proto,https://github.com/zero-deps/proto,MIT,2019-03-15 13:27:19,2024-09-21 15:43:43,2024-09-20 21:37:35,343.0,,3.0,7.0,10.0,,19.0,34,2024-09-15 19:42:09,2.1.3,,,17.0,Lightweight and fast serialization library for Scala 2/3 based on Protocol Buffers with macros.,,,7.0,12,True,3,,['scala3'],,,,,
285,molecule,scalamolecule/molecule,db-clients,https://github.com/scalamolecule/molecule,https://github.com/scalamolecule/molecule,Apache-2.0,2022-08-28 09:13:41,2025-01-03 13:37:07,2025-01-03 13:34:52,445.0,22.0,,4.0,,,,19,2025-01-03 13:37:07,0.15.2,,,20.0,Molecule translates custom Scala code to database queries for multiple databases.,,,,12,True,3,,"['scala3', 'scalajs']",,,,,
286,curiodb,stephenmcd/curiodb,distributed,https://github.com/stephenmcd/curiodb,https://github.com/stephenmcd/curiodb,BSD-2-Clause,2015-04-26 01:47:43,2018-11-04 22:44:22,2018-11-04 22:44:21,139.0,,44.0,35.0,19.0,5.0,7.0,513,,,,,,Distributed NoSQL Database.,,,6.0,11,False,3,,,,,,,
287,akka-tracing,levkhomich/akka-tracing,distributed,https://github.com/levkhomich/akka-tracing,https://github.com/levkhomich/akka-tracing,,2014-03-15 20:15:30,2018-01-31 15:10:20,2018-01-13 12:03:50,355.0,,35.0,28.0,18.0,22.0,75.0,315,,,,,,"A distributed tracing extension for Akka. Provides integration with Play framework, Spray and Akka HTTP.",,,8.0,11,False,3,,,,,,,
288,reactive,nafg/reactive,web-frameworks,https://github.com/nafg/reactive,https://github.com/nafg/reactive,,2010-05-27 23:21:42,2024-06-30 15:02:15,2021-02-28 04:06:13,1147.0,,41.0,20.0,149.0,29.0,53.0,215,,,,,,A simple FRP library and a web UI framework built on it.,,,11.0,11,False,3,,['scalajs'],,,,,
289,scalive,xitrum-framework/scalive,test,https://github.com/xitrum-framework/scalive,https://github.com/xitrum-framework/scalive,MIT,2014-01-28 08:11:24,2019-01-30 13:34:32,2019-01-30 13:34:25,125.0,,13.0,18.0,3.0,8.0,12.0,200,2019-01-30 13:24:43,1.7.0,701.0,5.0,8.0,Connect a Scala REPL to running JVM processes without any prior setup.,,,4.0,11,False,3,,,,,,,
290,scala-forklift,lastland/scala-forklift,db-clients,https://github.com/lastland/scala-forklift,https://github.com/lastland/scala-forklift,,2015-08-18 16:26:21,2024-08-19 14:36:15,2024-08-19 14:36:15,277.0,,32.0,11.0,26.0,13.0,19.0,187,2016-08-10 07:04:47,0.2.3,,,3.0,"Type-safe data migration tool for Slick, Git and beyond.",,,11.0,11,False,3,,,,,,,
291,scalacollider,sciss/scalacollider,media,https://github.com/sciss/scalacollider,https://github.com/sciss/scalacollider,AGPL-3.0,2009-12-10 16:39:10,2021-10-24 16:34:30,,,,19.0,,,8.0,,186,,,,,,A Scala sound synthesis library based on SuperCollider.,,,2.0,11,False,2,,"['scala3', 'scalajs']",,,,,
292,numsca,botkop/numsca,sci,https://github.com/botkop/numsca,https://github.com/botkop/numsca,BSD-2-Clause,2017-12-06 10:18:37,2024-07-14 14:20:53,2023-01-30 06:59:54,74.0,,18.0,18.0,4.0,3.0,7.0,185,2020-04-19 10:21:27,0.1.7,,,7.0,numsca is numpy for scala.,,,,11,False,3,,,,,,,
293,log4s,Log4s/log4s,logging,https://github.com/Log4s/log4s,https://github.com/Log4s/log4s,,2013-04-28 07:57:48,2024-02-11 15:48:26,2024-02-11 15:48:26,379.0,,25.0,9.0,63.0,9.0,22.0,171,,,,,,High-performance SLF4J wrapper for Scala.,,,15.0,11,False,3,,"['scala3', 'scalajs']",,,,,
294,scala-records,scala-records/scala-records,toolkits,https://github.com/scala-records/scala-records,https://github.com/scala-records/scala-records,BSD-3-Clause,2014-06-17 09:59:57,2019-06-10 22:59:35,2019-06-10 22:59:34,224.0,,14.0,19.0,77.0,19.0,46.0,160,,,,,,Labeled records for Scala based on structural refinement types and macros.,,,11.0,11,False,3,,['scalajs'],,,,,
295,parapet,parapet-io/parapet,distributed,https://github.com/parapet-io/parapet,https://github.com/parapet-io/parapet,Apache-2.0,2019-07-27 19:08:31,2023-04-30 02:37:57,2023-04-30 02:37:57,326.0,,7.0,12.0,30.0,8.0,18.0,138,2022-02-24 07:02:23,0.0.1-RC6,,,5.0,A purely functional library to build distributed and event-driven systems.,,,7.0,11,False,3,,,,,,,
296,scalafiddle-editor,scalafiddle/scalafiddle-editor,others,https://github.com/scalafiddle/scalafiddle-editor,https://github.com/scalafiddle/scalafiddle-editor,Apache-2.0,2016-08-01 18:16:47,2020-02-09 21:22:50,2020-02-09 21:22:48,174.0,,42.0,3.0,49.0,21.0,26.0,102,,,,,,Web user interface for ScalaFiddle.,,,20.0,11,False,3,,,,,,,
297,fintrospect,daviddenton/fintrospect,http,https://github.com/daviddenton/fintrospect,https://github.com/daviddenton/fintrospect,Apache-2.0,2015-03-01 20:31:11,2020-08-26 11:42:43,2020-08-26 11:42:38,1752.0,,10.0,8.0,23.0,3.0,26.0,91,,,,,,"Implement fast, type-safe HTTP webservices for Finagle.",,,5.0,11,False,3,,,,,,,
298,osm4scala,simplexspatial/osm4scala,others,https://github.com/simplexspatial/osm4scala,https://github.com/simplexspatial/osm4scala,MIT,2016-05-17 20:15:23,2023-10-27 16:37:18,2022-09-08 17:18:54,266.0,,18.0,6.0,41.0,26.0,47.0,85,2022-09-08 17:30:18,1.0.11,96.0,1.0,9.0,Scala and Spark library focused on reading OpenStreetMap Pbf files.,,,4.0,11,False,3,,,,,,,
299,couchdb-scala,beloglazov/couchdb-scala,db-clients,https://github.com/beloglazov/couchdb-scala,https://github.com/beloglazov/couchdb-scala,Apache-2.0,2015-01-15 23:10:06,2018-11-13 12:48:24,2017-08-05 07:34:18,236.0,,18.0,6.0,33.0,18.0,31.0,65,2016-05-08 00:58:39,0.7.2,,,7.0,A purely functional Scala client for CouchDB.,,,2.0,11,False,3,,,,,,,
300,scowl,phenoscape/scowl,others,https://github.com/phenoscape/scowl,https://github.com/phenoscape/scowl,MIT,2013-05-10 18:08:52,2024-07-10 18:34:34,2022-03-30 19:07:24,243.0,,9.0,10.0,175.0,8.0,4.0,56,2022-03-30 16:58:35,1.4.1,,,9.0,A Scala DSL for programming with the OWL API.,,,3.0,11,False,3,,['scala3'],,,,,
301,otavia-all,otavia-projects/otavia,toolkits,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,3.0,3.0,,,,36,2024-09-16 16:21:02,0.4.5,,,8.0,Your shiny new IO & Actor programming model!.,,,1.0,11,True,3,cc.otavia:otavia-all_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-all_3,2024-09-15 09:19:00,,,
302,otavia-codec-http,otavia-projects/otavia,http,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,3.0,3.0,,,,36,2024-09-16 16:21:02,0.4.5,,,11.0,Your shiny new IO & Actor programming model!.,2.0,,1.0,11,True,3,cc.otavia:otavia-codec-http_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-codec-http_3,2024-09-15 09:19:08,2.0,,
303,otavia-postgres-driver,otavia-projects/otavia,db-clients,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,3.0,3.0,,,,36,2024-09-16 16:21:02,0.4.5,,,10.0,Your shiny new IO & Actor programming model!.,2.0,,1.0,11,True,3,cc.otavia:otavia-postgres-driver_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-postgres-driver_3,2024-09-15 09:19:40,2.0,,
304,otavia-mysql-driver,otavia-projects/otavia,db-clients,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,3.0,3.0,,,,36,2024-09-16 16:21:02,0.4.5,,,11.0,Your shiny new IO & Actor programming model!.,2.0,,1.0,11,True,3,cc.otavia:otavia-mysql-driver_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-mysql-driver_3,2024-09-15 09:19:38,2.0,,
305,sbt-scala-js-map,ThoughtWorksInc/sbt-scala-js-map,sbt,https://github.com/ThoughtWorksInc/sbt-scala-js-map,https://github.com/ThoughtWorksInc/sbt-scala-js-map,Apache-2.0,2016-04-12 18:38:07,2025-01-05 00:11:06,2024-05-03 07:40:27,496.0,,3.0,12.0,202.0,5.0,2.0,36,2021-11-22 07:29:41,4.1.1,,,3.0,A Sbt plugin that configures source mapping for Scala.js projects hosted on Github.,,,4.0,11,True,3,,['scalajs'],,,,,
306,media4s,outr/media4s,media,https://github.com/outr/media4s,https://github.com/outr/media4s,MIT,2016-09-28 20:04:06,2024-12-21 16:08:49,2024-12-21 16:08:38,60.0,1.0,4.0,6.0,4.0,,3.0,34,2024-12-21 15:29:46,1.0.22,,,2.0,"Scala command-line wrapper around ffmpeg, ffprobe, ImageMagick, and other tools relating to media.",,,3.0,11,True,2,,,,,,,
307,gridscale,openmole/gridscale,bigdata,https://github.com/openmole/gridscale,https://github.com/openmole/gridscale,AGPL-3.0,2012-09-28 10:13:23,2024-12-11 21:20:38,2024-12-11 21:20:24,1142.0,9.0,8.0,9.0,12.0,4.0,8.0,27,,,,,,"Scala library for accessing various file, batch systems, job schedulers and grid middlewares.",,,5.0,11,True,3,,['scala3'],,,,,
308,scountries,lambdaworks/scountries,others,https://github.com/lambdaworks/scountries,https://github.com/lambdaworks/scountries,Apache-2.0,2022-09-02 11:48:45,2025-01-29 05:57:21,2025-01-29 05:57:19,149.0,10.0,2.0,9.0,140.0,,,20,2023-04-24 16:27:10,1.0.0,,,2.0,"Scala library that provides an enumeration of ISO 3166 codes for countries, along with their subdivisions.",,,5.0,11,True,3,io.lambdaworks:scountries_3,['scala3'],https://search.maven.org/artifact/io.lambdaworks/scountries_3,2023-04-24 16:27:10,,,
309,scurl-detector,lambdaworks/scurl-detector,others,https://github.com/lambdaworks/scurl-detector,https://github.com/lambdaworks/scurl-detector,Apache-2.0,2021-06-08 09:33:41,2025-02-04 00:28:20,2025-02-04 00:26:11,238.0,17.0,2.0,9.0,236.0,1.0,9.0,16,2023-04-24 16:29:18,1.1.0,,,2.0,Scala library that detects and extracts URLs from text.,,,7.0,11,True,3,io.lambdaworks:scurl-detector_3,['scala3'],https://search.maven.org/artifact/io.lambdaworks/scurl-detector_3,2023-04-24 16:29:18,,,
310,managerial,dvgica/managerial,others,https://github.com/dvgica/managerial,https://github.com/dvgica/managerial,Apache-2.0,2021-05-29 03:28:20,2025-01-24 18:33:35,2025-01-24 18:33:35,508.0,22.0,2.0,3.0,200.0,,,13,2023-07-06 04:09:02,0.9.1,,,7.0,A zero-dependency Scala library for managing resources monadically.,,,3.0,11,False,3,,['scala3'],,,,,
311,subcut,dickwall/subcut,di,https://github.com/dickwall/subcut,https://github.com/dickwall/subcut,,2011-05-30 23:58:27,2020-10-12 22:18:41,2018-05-17 21:40:26,92.0,,33.0,25.0,17.0,8.0,21.0,405,,,,,,Scala Uniquely Bound Classes Under Traits.,,,11.0,10,False,3,,,,,,,
312,replesent,marconilanna/replesent,others,https://github.com/marconilanna/REPLesent,https://github.com/marconilanna/REPLesent,Apache-2.0,2015-02-02 02:37:44,2019-10-02 19:39:29,2019-08-27 14:36:48,73.0,,34.0,14.0,13.0,5.0,,399,,,,,,A neat little tool to build presentations using the Scala REPL.,,,9.0,10,False,3,,,,,,,
313,scalatex,lihaoyi/scalatex,env,https://github.com/lihaoyi/Scalatex,https://github.com/lihaoyi/Scalatex,,2014-12-19 04:14:12,2020-02-21 06:44:18,2020-02-21 06:44:18,232.0,,38.0,15.0,32.0,29.0,21.0,290,,,,,,"Programmable, Typesafe Document Generation.",,,16.0,10,False,2,,['scalajs'],,,,,
314,octopus,krzemin/octopus,data,https://github.com/krzemin/octopus,https://github.com/krzemin/octopus,Apache-2.0,2016-12-10 16:51:09,2024-06-24 17:37:16,2020-11-04 07:51:59,121.0,,22.0,7.0,122.0,13.0,8.0,149,,,,,,Scala library for boilerplate-free validation.,,,9.0,10,False,3,,['scalajs'],,,,,
315,sbt-groll,sbt/sbt-groll,sbt,https://github.com/sbt/sbt-groll,https://github.com/sbt/sbt-groll,Apache-2.0,2012-10-21 20:43:30,2021-12-17 12:41:12,2021-12-17 12:40:44,126.0,,8.0,8.0,23.0,1.0,4.0,132,2021-12-17 12:41:14,7.1.0,,,3.0,sbt plugin to roll the Git history.,,,8.0,10,False,3,,,,,,,
316,clustering4ever,clustering4ever/clustering4ever,sci,https://github.com/Clustering4Ever/Clustering4Ever,https://github.com/Clustering4Ever/Clustering4Ever,Apache-2.0,2018-03-26 19:58:12,2021-01-26 19:43:10,2021-01-26 19:39:17,269.0,,12.0,21.0,14.0,,,130,,,,,,"C4E, a JVM friendly library written in Scala for both local and distributed (Spark) Clustering.",,,5.0,10,False,3,,,,,,,
317,roshttp,hmil/roshttp,http,https://github.com/hmil/RosHTTP,https://github.com/hmil/RosHTTP,MIT,2016-02-26 12:29:57,2021-06-06 09:38:29,2021-06-06 09:38:29,135.0,,24.0,5.0,49.0,18.0,28.0,126,,,,,,Unified Scala.js + Scala HTTP client API.,,,13.0,10,False,3,,['scalajs'],,,,,
318,miniboxing-plugin,miniboxing/miniboxing-plugin,others,https://github.com/miniboxing/miniboxing-plugin,https://github.com/miniboxing/miniboxing-plugin,,2012-04-26 09:52:25,2020-04-11 22:53:02,2020-04-11 22:53:01,1143.0,,17.0,12.0,31.0,45.0,177.0,121,,,,,,Miniboxing is a program transformation that improves the performance of Scala generics when used with primitive types...,,,16.0,10,False,3,,,,,,,
319,beard,zalando/beard,templating,https://github.com/zalando/beard,https://github.com/zalando/beard,,2015-07-09 09:11:25,2023-11-13 14:22:01,2023-11-13 14:22:01,241.0,,28.0,19.0,55.0,,32.0,120,,,,,,"A lightweight, logicless templating engine, written in Scala and inspired by Mustache.",,,25.0,10,False,3,,,,,,,
320,longevity,longevityframework/longevity,db-clients,https://github.com/longevityframework/longevity,https://github.com/longevityframework/longevity,,2014-12-17 02:50:13,2018-07-06 02:43:27,2018-07-06 02:43:18,1216.0,,6.0,12.0,8.0,36.0,4.0,103,2018-07-01 17:41:25,0.27.0,,,35.0,A Persistence Framework for Scala and NoSQL.,,,3.0,10,False,3,,,,,,,
321,moultingyaml,jcazevedo/moultingyaml,csv-yaml,https://github.com/jcazevedo/moultingyaml,https://github.com/jcazevedo/moultingyaml,MIT,2015-07-02 21:27:23,2022-09-13 21:31:10,2020-03-30 12:05:00,171.0,,34.0,6.0,28.0,24.0,8.0,99,,,,,,Scala wrapper for SnakeYAML.,,,13.0,10,False,3,,,,,,,
322,lolhttp,criteo/lolhttp,http,https://github.com/criteo/lolhttp,https://github.com/criteo/lolhttp,Apache-2.0,2017-04-28 07:06:53,2024-08-12 13:05:29,2023-07-17 16:35:50,126.0,,19.0,18.0,219.0,29.0,8.0,93,2023-07-17 16:37:14,0.13.6,,,31.0,An HTTP Server and Client library for Scala.,,,20.0,10,False,3,,,,,,,
323,sbt-ghpages,sbt/sbt-ghpages,sbt,https://github.com/sbt/sbt-ghpages,https://github.com/sbt/sbt-ghpages,,2012-05-16 15:21:19,2025-02-03 06:08:40,2025-02-03 06:08:39,214.0,5.0,18.0,8.0,135.0,19.0,14.0,91,2024-01-31 15:32:54,0.8.0,,,2.0,"git, site and ghpages support for sbt projects.",,,20.0,10,False,3,,,,,,,
324,pushka,fomkin/pushka,json,https://github.com/fomkin/pushka,https://github.com/fomkin/pushka,Apache-2.0,2015-08-19 06:24:31,2019-06-12 09:24:40,2016-11-24 20:47:45,88.0,,9.0,7.0,26.0,10.0,25.0,81,,,,,14.0,ABANDONED Pure Scala serialization library with annotations.,,,6.0,10,False,3,,['scalajs'],,,,,
325,sbt-deploy-ssh,shmishleniy/sbt-deploy-ssh,sbt,https://github.com/shmishleniy/sbt-deploy-ssh,https://github.com/shmishleniy/sbt-deploy-ssh,MIT,2015-01-16 12:38:45,2021-04-28 13:50:29,2021-04-28 13:46:46,41.0,,3.0,5.0,4.0,1.0,11.0,28,2021-04-28 13:50:29,0.1.5,,,5.0,SBT deploy plugin.,,,6.0,10,False,3,,,,,,,
326,ninny-json,nrktkt/ninny-json,json,https://github.com/nrktkt/ninny-json,https://github.com/nrktkt/ninny-json,Unlicense,2020-07-10 17:01:21,2025-01-09 21:36:50,2025-01-09 21:34:44,106.0,2.0,7.0,2.0,58.0,8.0,5.0,21,2025-01-09 21:36:50,0.9.3,,,32.0,JSON typeclasses that know the difference between null and absent fields.,,,4.0,10,True,3,,['scala3'],,,,,
327,libra,to-ithaca/libra,sci,https://github.com/to-ithaca/libra,https://github.com/to-ithaca/libra,,2017-03-01 13:42:38,2024-08-15 20:36:22,2021-02-28 00:36:23,143.0,,26.0,11.0,203.0,25.0,23.0,199,,,,,,A dimensional analysis library based on dependent types.,,,10.0,9,False,3,,['scalajs'],,,,,
328,scala-trace-debug,johnreedlol/scala-trace-debug,env,https://github.com/JohnReedLOL/scala-trace-debug,https://github.com/JohnReedLOL/scala-trace-debug,MIT,2016-03-24 06:33:02,2019-12-16 14:15:10,2019-12-16 14:15:09,490.0,,5.0,7.0,10.0,3.0,14.0,115,,,,,,Macro based print debugging. Locates log statements in your IDE.,,,3.0,9,False,3,,,,,,,
329,schemer,indix/schemer,bigdata,https://github.com/indix/schemer,https://github.com/indix/schemer,Apache-2.0,2017-11-24 10:35:28,2020-03-05 19:19:48,2019-07-11 10:25:58,118.0,,6.0,17.0,3.0,,,111,2017-12-04 07:01:25,0.2.3,,,1.0,"Schema registry for CSV, TSV, JSON, AVRO and Parquet schema. Supports schema inference and GraphQL API.",,,4.0,9,False,3,,,,,,,
330,sbt-javacv,bytedeco/sbt-javacv,media,https://github.com/bytedeco/sbt-javacv,https://github.com/bytedeco/sbt-javacv,MIT,2016-03-20 10:10:42,2018-12-22 14:05:22,2018-12-22 14:05:25,55.0,,14.0,8.0,13.0,2.0,6.0,91,2018-12-22 14:00:40,1.17,,,13.0,"Start using OpenCV in your JVM project in just 1 line, no separate compiling, installing OpenCV, or fussing with your..",,,4.0,9,False,3,,,,,,,
331,gallia-core,galliaproject/gallia-core,bigdata,https://github.com/galliaproject/gallia-core,https://github.com/galliaproject/gallia-core,Apache-2.0,2021-02-05 18:36:52,2024-02-23 15:49:10,2024-02-23 15:48:59,544.0,,4.0,5.0,,,1.0,87,2024-02-10 01:05:14,0.6.1,,,7.0,A schema-aware Scala library for data transformation.,,,1.0,9,True,3,,,,,,,
332,blindsight,tersesystems/blindsight,logging,https://github.com/tersesystems/blindsight,https://github.com/tersesystems/blindsight,,2020-03-16 03:06:57,2024-08-14 04:37:04,2023-10-29 16:51:02,395.0,,6.0,5.0,495.0,13.0,28.0,86,2023-03-12 22:32:23,2.0.0,,,1.0,"Blindsight is a Scala logging API with DSL based structured logging, fluent logging, semantic logging, flow logging,..",,,3.0,9,False,3,,['scala3'],,,,,
333,lomrf,anskarl/lomrf,sci,https://github.com/anskarl/LoMRF,https://github.com/anskarl/LoMRF,Apache-2.0,2014-05-24 22:29:28,2024-09-07 19:50:58,2024-09-07 19:44:19,676.0,,17.0,9.0,5.0,,19.0,82,,,,,,LoMRF is an open-source implementation of Markov Logic Networks.,,,9.0,9,True,3,,,,,,,
