,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending
200,scala-activerecord,aselab/scala-activerecord,db-clients,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513.0,,31.0,35.0,12.0,20.0,62.0,322,2020-10-07 00:17:01,0.6.1,,,8.0,ActiveRecord-like ORM library for Scala.,,,9.0,15,False,2,,,,,,
201,scaldi,scaldi/scaldi,di,https://github.com/scaldi/scaldi,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02,2023-11-18 01:48:41,2022-06-08 15:18:06,506.0,,24.0,7.0,205.0,23.0,49.0,288,2021-07-27 19:27:16,0.6.2,,,16.0,Lightweight Scala Dependency Injection Library.,,,13.0,15,False,3,,,,,,
202,sbt-dependency-check,albuch/sbt-dependency-check,sbt,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2023-12-12 07:29:53,2023-11-15 08:21:08,625.0,4.0,35.0,10.0,233.0,4.0,79.0,259,2023-03-05 11:31:58,5.1.0,,,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,,,18.0,15,True,3,,,,,,
203,scalajs-bundler,scalacenter/scalajs-bundler,scala-js,https://github.com/scalacenter/scalajs-bundler,https://github.com/scalacenter/scalajs-bundler,,2016-09-21 12:18:53,2023-12-08 16:38:55,2023-12-08 16:37:37,548.0,14.0,100.0,23.0,271.0,88.0,134.0,232,2022-11-14 16:00:20,0.21.1,,,13.0,,,,51.0,15,False,3,,,,,,
204,pprint,com-lihaoyi/pprint,others,https://github.com/com-lihaoyi/PPrint,https://github.com/com-lihaoyi/PPrint,MIT,2017-05-12 09:10:20,2023-12-30 02:08:45,2023-06-07 20:45:04,150.0,,38.0,5.0,87.0,14.0,22.0,214,2022-11-27 12:08:32,0.8.1,,,9.0,"Pretty-printing value, types and type-signatures in Scala.",,,18.0,15,True,2,,"['scala3', 'scalajs']",,,,
205,sbt-header,sbt/sbt-header,sbt,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2023-09-14 01:57:09,2023-06-07 08:14:12,320.0,,53.0,10.0,231.0,10.0,77.0,191,2023-06-07 11:27:41,5.10.0,,,24.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",,,38.0,15,True,3,,,,,,
206,minitest,monix/minitest,test,https://github.com/monix/minitest,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08,2023-11-17 21:04:08,2021-11-28 09:54:57,394.0,,34.0,7.0,167.0,12.0,10.0,178,2021-05-13 19:30:08,2.9.6,,,13.0,The super light testing library for Scala and Scala.js.,,,23.0,15,False,3,,"['scala3', 'scalajs']",,,,
207,clickhouse-scala-client,crobox/clickhouse-scala-client,db-clients,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2023-12-20 10:43:12,2023-12-20 10:43:06,937.0,57.0,23.0,10.0,124.0,14.0,20.0,111,2023-12-20 10:46:12,1.1.4,,,53.0,Clickhouse Scala Client with Reactive Streams support.,,,17.0,15,True,2,,,,,,
208,chronoscala,chronoscala/chronoscala,toolkits,https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2023-12-17 08:19:24,2023-12-17 08:19:21,448.0,19.0,8.0,47.0,210.0,2.0,15.0,67,2023-11-11 10:00:27,2.0.10,,,11.0,A JSR-310 port of nscala_time.,,,10.0,15,True,3,,"['scala3', 'scalajs']",,,,
209,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2023-12-22 10:20:21,2023-12-22 10:18:06,350.0,35.0,19.0,12.0,329.0,11.0,35.0,59,2023-12-04 08:34:04,0.3.0,,,3.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,,,20.0,15,True,2,io.lambdaworks:zio-elasticsearch_3,"['zio', 'scala3']",https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2023-08-05 17:06:33,,
210,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,db-clients,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2024-01-03 12:07:14,2024-01-03 12:07:12,2647.0,154.0,37.0,10.0,25.0,,,42,,,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",,,23.0,15,True,2,,,,,,
211,dregex,marianobarrios/dregex,env,https://github.com/marianobarrios/dregex,https://github.com/marianobarrios/dregex,BSD-2-Clause,2014-05-20 22:38:39,2024-01-04 08:16:04,2024-01-04 08:15:51,335.0,43.0,4.0,5.0,82.0,2.0,3.0,41,2023-10-27 23:21:34,0.8.0,,,4.0,dregex is a Java library that implements a regular expression engine using deterministic finite automata (DFA). It..,,,6.0,15,True,1,,,,,,
212,zio-dynamodb,zio/zio-dynamodb,db-clients,https://github.com/zio/zio-dynamodb,https://github.com/zio/zio-dynamodb,Apache-2.0,2020-05-13 14:54:45,2023-12-23 11:44:12,2023-12-23 11:44:09,243.0,24.0,14.0,4.0,301.0,29.0,51.0,36,2023-11-11 10:25:57,0.2.13,,,17.0,"Simple, type-safe, and efficient access to DynamoDB.",,,13.0,15,True,2,,"['zio', 'scala3']",,,,
213,scala-redis,debasishg/scala-redis,db-clients,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485.0,,222.0,61.0,150.0,76.0,82.0,1020,2021-11-02 15:19:32,3.42,,,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",,,72.0,14,False,3,,,,,,
214,sbt-android,scala-android/sbt-android,others,https://github.com/scala-android/sbt-android,https://github.com/scala-android/sbt-android,,2012-02-24 04:11:36,2020-12-03 18:44:05,2019-10-18 20:27:53,1284.0,,90.0,58.0,77.0,17.0,253.0,744,,,,,,An easy-to-use sbt plugin for working with all Android projects.,,,35.0,14,False,2,,,,,,
215,parboiled2,sirthias/parboiled2,parsers,https://github.com/sirthias/parboiled2,https://github.com/sirthias/parboiled2,,2013-04-18 10:48:21,2024-01-03 08:39:49,2024-01-03 08:39:49,946.0,24.0,90.0,26.0,372.0,36.0,119.0,714,,,,,,A macro-based PEG parser generator for Scala 2.10+.,,,38.0,14,False,3,,"['scala3', 'scalajs']",,,,
216,scala-csv,tototoshi/scala-csv,csv-yaml,https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2024-01-01 01:14:48,2024-01-01 01:14:48,489.0,10.0,139.0,27.0,213.0,30.0,64.0,684,,,,,,CSV Reader/Writer for Scala.,,,35.0,14,False,2,,['scala3'],,,,
217,casbah,mongodb/casbah,db-clients,https://github.com/mongodb/casbah,https://github.com/mongodb/casbah,,2010-10-29 18:39:30,2022-01-20 16:56:00,2022-01-20 16:55:58,1108.0,,133.0,64.0,64.0,7.0,,526,,,,,,Casbah is now officially end-of-life (EOL).,,,36.0,14,False,3,,,,,,
218,scalameter,scalameter/scalameter,test,https://github.com/scalameter/scalameter,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32,2022-08-22 09:03:55,2022-08-22 09:03:55,798.0,,70.0,29.0,130.0,47.0,65.0,507,,,,,,Microbenchmarking and performance regression testing framework for the JVM platform.,,,48.0,14,False,3,,,,,,
219,splain,tek/splain,sbt,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2023-12-09 21:33:27,2023-12-09 04:23:29,354.0,6.0,31.0,9.0,54.0,10.0,57.0,368,2023-11-05 01:37:47,Release/1.1.0-RC0-2.13.11,214.0,2.0,36.0,better implicit errors for scala.,,,18.0,14,True,3,,,,,,
220,atto,tpolecat/atto,parsers,https://github.com/tpolecat/atto,https://github.com/tpolecat/atto,MIT,2013-09-04 20:34:40,2023-10-25 07:27:47,2022-07-07 03:03:10,588.0,,59.0,13.0,364.0,19.0,11.0,358,2021-05-14 18:36:22,0.9.5,,,2.0,friendly little parsers.,,,31.0,14,True,3,,"['scala3', 'scalajs']",,,,
221,hamsters,scala-hamsters/hamsters,toolkits,https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587.0,,26.0,22.0,70.0,5.0,61.0,294,,,,,,A mini Scala utility library.,,,24.0,14,False,3,,['scalajs'],,,,
222,scalaprops,scalaprops/scalaprops,test,https://github.com/scalaprops/scalaprops,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11,2024-01-03 14:44:36,2023-12-28 22:41:07,1229.0,15.0,21.0,12.0,382.0,8.0,12.0,275,,,,,,property based testing library for Scala.,,,12.0,14,True,3,,"['scala3', 'scalajs']",,,,
223,scalajs-angular,greencatsoft/scalajs-angular,scala-js,https://github.com/greencatsoft/scalajs-angular,https://github.com/greencatsoft/scalajs-angular,Apache-2.0,2014-07-20 06:46:33,2021-01-18 09:51:02,2021-01-18 09:49:36,349.0,,43.0,25.0,60.0,18.0,39.0,259,2015-02-04 12:43:03,0.3,,,2.0,AngularJS Binding for Scala.js.,,,18.0,14,False,3,,['scalajs'],,,,
224,chaos,mesosphere/chaos,web-frameworks,https://github.com/mesosphere/chaos,https://github.com/mesosphere/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224.0,,36.0,152.0,52.0,13.0,15.0,251,2017-04-05 09:50:47,0.8.8,,,1.0,A lightweight framework for writing REST services in Scala.,,,20.0,14,False,3,,,,,,
225,scrypto,input-output-hk/scrypto,sec,https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2023-07-10 12:47:22,2023-03-01 09:26:40,1020.0,,52.0,23.0,85.0,8.0,15.0,198,2022-01-05 11:32:22,2.2.1,,,9.0,Cryptographic primitives for Scala.,,,24.0,14,False,3,,['scalajs'],,,,
226,Remora,zalando-incubator/remora,distributed,https://github.com/zalando-incubator/remora,https://github.com/zalando-incubator/remora,MIT,2017-04-20 16:57:05,2022-09-29 17:13:59,2022-09-29 17:13:59,142.0,,34.0,17.0,62.0,6.0,31.0,197,2022-06-09 14:45:31,2.0.0,,,10.0,"Kafka consumer lag-checking application for monitoring, written in Scala and Akka HTTP; a wrap around the Kafka..",,,29.0,14,True,3,,,,,,
227,iteratee,travisbrown/iteratee,reactive,https://github.com/travisbrown/iteratee,https://github.com/travisbrown/iteratee,Apache-2.0,2015-09-09 02:17:38,2023-10-04 04:34:35,2021-10-11 13:01:45,1019.0,,20.0,6.0,646.0,38.0,23.0,184,2021-06-09 12:56:34,0.20.0,,,31.0,Iteratees for Cats.,,,29.0,14,False,2,,"['scala3', 'scalajs']",,,,
228,relate,lucidsoftware/relate,db-clients,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2023-12-01 07:50:34,2023-11-15 16:49:06,306.0,1.0,17.0,44.0,66.0,15.0,13.0,163,2023-09-28 15:20:32,3.2.0,1589.0,15.0,15.0,Performant database access in Scala.,,,19.0,14,True,3,,,,,,
229,nodejs,scalajs-io/nodejs,scala-js,https://github.com/scalajs-io/nodejs,https://github.com/scalajs-io/nodejs,Apache-2.0,2016-04-09 01:52:17,2023-05-20 00:10:23,2019-06-17 23:00:05,209.0,,25.0,15.0,8.0,5.0,14.0,163,2017-10-14 23:09:17,0.4.2,7942.0,85.0,49.0,This project provides Scala.js type-safe bindings for Node.js (current) v8.7.0 and LTS v6.11.4 APIs. The platform..,,,4.0,14,False,3,,['scalajs'],,,,
230,sbt-unidoc,sbt/sbt-unidoc,sbt,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2023-12-04 23:15:43,2023-12-04 23:15:42,171.0,2.0,27.0,12.0,96.0,25.0,35.0,127,2021-10-23 21:22:11,0.5.0,,,5.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,,,23.0,14,True,3,,,,,,
231,vertx-lang-scala,vert-x3/vertx-lang-scala,reactive,https://github.com/vert-x3/vertx-lang-scala,https://github.com/vert-x3/vertx-lang-scala,,2014-11-04 12:04:52,2023-12-29 01:23:18,2023-12-26 07:19:57,575.0,15.0,40.0,39.0,66.0,10.0,63.0,118,,,,,,Vert.x for Scala.,3.0,3.0,21.0,14,False,2,,,,,,
232,rescala,rescala-lang/rescala,reactive,https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2023-12-07 21:59:48,2023-12-06 20:54:41,5414.0,27.0,28.0,13.0,34.0,,9.0,82,,,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,,,28.0,14,True,2,,"['scala3', 'scalajs']",,,,
233,stac4s,stac-utils/stac4s,others,https://github.com/stac-utils/stac4s,https://github.com/stac-utils/stac4s,Apache-2.0,2019-11-23 20:43:52,2023-12-04 13:02:37,2023-12-04 13:02:36,420.0,17.0,9.0,9.0,579.0,20.0,31.0,15,2023-10-03 14:41:12,0.9.0,,,24.0,a scala library with primitives to build applications using the SpatioTemporal Asset Catalogs specification.,,,15.0,14,True,2,,['scalajs'],,,,
234,fury,propensive/fury,development-cycle,https://github.com/propensive/fury,https://github.com/propensive/fury,Apache-2.0,2021-12-07 07:56:05,2024-01-01 18:22:11,2024-01-01 18:22:10,297.0,89.0,,4.0,9.0,12.0,21.0,14,2022-12-04 21:54:49,0.8.0,1309.0,54.0,9.0,A build tool for Scala.,,,,14,False,3,,,,,,
235,scaloid,pocorall/scaloid,others,https://github.com/pocorall/scaloid,https://github.com/pocorall/scaloid,,2012-10-08 05:53:22,2018-08-07 08:10:53,2018-08-06 09:36:17,895.0,,171.0,139.0,58.0,18.0,78.0,2100,2016-03-09 01:14:23,4.2,,,1.0,Scaloid makes your Android code easy to understand and maintain.,,,19.0,13,False,2,,,,,,
236,sbt-revolver,spray/sbt-revolver,sbt,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2023-04-08 09:28:56,2023-04-08 09:16:34,170.0,,54.0,22.0,31.0,21.0,64.0,839,,,,,,An SBT plugin for dangerously fast development turnaround in Scala.,,,16.0,13,True,3,,,,,,
237,scalatags,com-lihaoyi/scalatags,templating,https://github.com/com-lihaoyi/scalatags,https://github.com/com-lihaoyi/scalatags,MIT,2012-11-01 21:35:17,2023-10-26 13:00:40,2023-10-26 13:00:39,603.0,1.0,116.0,36.0,135.0,31.0,109.0,730,,,,,,ScalaTags is a small XML/HTML construction library for Scala.,,,61.0,13,True,3,,"['scala3', 'scalajs']",,,,
238,requests-scala,com-lihaoyi/requests-scala,http,https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2023-12-21 18:18:39,2023-11-14 02:59:33,166.0,1.0,70.0,11.0,83.0,28.0,37.0,690,2022-12-25 14:57:04,0.8.0,,,6.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",,,29.0,13,False,3,,['scala3'],,,,
239,tut,tpolecat/tut,sbt,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454.0,,62.0,19.0,150.0,63.0,52.0,596,,,,,,doc/tutorial generator for scala.,,,38.0,13,False,3,,,,,,
240,akka-quartz-scheduler,enragedginger/akka-quartz-scheduler,others,https://github.com/enragedginger/akka-quartz-scheduler,https://github.com/enragedginger/akka-quartz-scheduler,,2013-04-13 02:48:41,2023-11-27 09:23:13,2022-07-24 14:56:33,191.0,,108.0,28.0,47.0,7.0,69.0,561,,,,,,Quartz Extension and utilities for cron-style scheduling in Akka.,,,41.0,13,False,2,,['scala3'],,,,
241,scala-clippy,softwaremill/scala-clippy,sbt,https://github.com/softwaremill/scala-clippy,https://github.com/softwaremill/scala-clippy,Apache-2.0,2015-12-19 20:13:21,2019-03-14 17:25:51,2019-03-14 11:17:52,260.0,,20.0,19.0,29.0,14.0,22.0,315,2019-03-14 17:25:51,0.6.1,,,20.0,Good advice for Scala compiler errors.,,,8.0,13,False,3,,,,,,
242,banana-rdf,banana-rdf/banana-rdf,others,https://github.com/banana-rdf/banana-rdf,https://github.com/banana-rdf/banana-rdf,,2012-04-30 03:02:56,2023-07-11 15:24:27,2021-10-29 02:29:24,1342.0,,66.0,32.0,194.0,99.0,90.0,294,,,,,,Banana RDF.,,,30.0,13,False,2,,['scalajs'],,,,
243,op-rabbit,spingo/op-rabbit,others,https://github.com/SpinGo/op-rabbit,https://github.com/SpinGo/op-rabbit,,2015-05-11 02:09:44,2021-10-28 21:40:36,2020-03-07 23:06:30,345.0,,74.0,14.0,59.0,37.0,107.0,238,2018-02-03 17:34:07,2.1.0,,,2.0,The Opinionated RabbitMQ Library for Scala and Akka.,,,38.0,13,False,2,,,,,,
244,fansi,com-lihaoyi/fansi,others,https://github.com/com-lihaoyi/fansi,https://github.com/com-lihaoyi/fansi,,2016-05-26 00:43:32,2023-12-01 12:31:40,2023-08-31 08:55:10,137.0,,25.0,7.0,65.0,9.0,11.0,222,2022-07-09 10:59:51,0.4.0,,,6.0,Scala/Scala.js library for manipulating Fancy Ansi colored strings.,,,14.0,13,False,2,,"['scala3', 'scalajs']",,,,
245,borer,sirthias/borer,json,https://github.com/sirthias/borer,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46,2023-12-22 16:33:33,2023-12-22 16:33:21,1001.0,16.0,13.0,10.0,566.0,8.0,111.0,210,,,,,,Efficient CBOR and JSON (de)serialization in Scala.,,,9.0,13,True,3,,"['scala3', 'scalajs']",,,,
246,sbt-site,sbt/sbt-site,sbt,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2023-08-19 18:13:51,2023-05-14 18:47:35,434.0,,75.0,16.0,133.0,27.0,53.0,176,2023-05-12 07:21:57,1.5.0,,,17.0,Site generation for sbt.,,,43.0,13,False,3,,,,,,
247,scredis,Livestream/scredis,db-clients,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147.0,,17.0,35.0,8.0,1.0,51.0,153,2014-12-16 16:04:30,2.0.6,,,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",,,7.0,13,False,3,,,,,,
248,doddle-model,picnicml/doddle-model,sci,https://github.com/picnicml/doddle-model,https://github.com/picnicml/doddle-model,Apache-2.0,2018-02-09 13:54:54,2023-11-17 22:28:53,2020-03-27 10:19:20,299.0,,23.0,16.0,141.0,30.0,29.0,140,,,,,11.0,doddle-model: machine learning in Scala.,,,8.0,13,False,3,,,,,,
249,onnx-scala,emergentorder/onnx-scala,sci,https://github.com/EmergentOrder/onnx-scala,https://github.com/EmergentOrder/onnx-scala,AGPL-3.0,2018-08-15 00:20:30,2023-12-19 19:38:21,2023-12-19 19:37:58,1402.0,41.0,9.0,8.0,439.0,2.0,8.0,134,2022-12-22 18:12:39,0.17.0,,,13.0,"An ONNX (Open Neural Network eXchange) API and backend for typeful, functional deep learning and classical machine..",,,4.0,13,True,3,,"['scala3', 'scalajs']",,,,
250,scruid,ing-bank/scruid,db-clients,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252.0,,26.0,16.0,77.0,7.0,31.0,115,2021-06-07 15:35:10,2.5.0,,,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",,,19.0,13,False,3,,,,,,
251,hepek,sake92/hepek,templating,https://github.com/sake92/hepek,https://github.com/sake92/hepek,Apache-2.0,2018-02-04 18:22:55,2024-01-03 12:33:06,2024-01-03 09:52:44,492.0,54.0,9.0,4.0,240.0,6.0,21.0,100,,,,,1.0,Typesafe HTML templates and static site generator in pure Scala.,,,6.0,13,True,3,,"['scala3', 'scalajs']",,,,
252,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,sbt,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2023-11-18 03:26:29,2023-07-15 18:48:14,500.0,,17.0,33.0,160.0,8.0,6.0,88,2022-03-19 19:01:11,3.0.2,,,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,,,12.0,13,True,3,,,,,,
253,finagle-postgres,finagle/finagle-postgres,db-clients,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-09-05 22:07:32,2021-06-02 20:15:58,486.0,,40.0,9.0,287.0,15.0,25.0,82,2021-04-23 22:46:03,0.13,,,16.0,PostgreSQL protocol support for Finagle.,,,34.0,13,False,3,,,,,,
254,sttp-oauth2,ocadotechnology/sttp-oauth2,sec,https://github.com/ocadotechnology/sttp-oauth2,https://github.com/ocadotechnology/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2023-12-01 18:47:22,2023-11-06 12:47:35,450.0,3.0,20.0,9.0,415.0,23.0,20.0,71,2023-11-06 12:50:57,0.17.0,,,31.0,OAuth2 client library implemented in Scala using sttp.,,,14.0,13,True,3,com.ocadotechnology:sttp-oauth2_2.13,,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2023-02-28 11:24:45,,
255,enableIf.scala,ThoughtWorksInc/enableIf.scala,toolkits,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2023-11-18 03:24:26,2023-07-02 02:55:58,438.0,,5.0,28.0,129.0,5.0,5.0,65,2022-04-02 07:19:04,1.1.8,,,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",,,6.0,13,True,3,,,,,,
256,reactor-scala-extensions,spring-attic/reactor-scala-extensions,reactive,https://github.com/spring-attic/reactor-scala-extensions,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30,2022-03-01 19:25:25,2022-03-01 19:25:25,1392.0,,16.0,8.0,42.0,,34.0,52,2020-08-10 14:28:32,0.8.0,,,21.0,A scala extension for Project Reactors Flux and Mono.,,,16.0,13,False,3,,,,,,
257,spata,fingo/spata,csv-yaml,https://github.com/fingo/spata,https://github.com/fingo/spata,Apache-2.0,2020-05-29 22:01:35,2024-01-01 13:38:58,2024-01-01 13:26:01,456.0,8.0,7.0,3.0,27.0,,4.0,21,2024-01-01 13:59:13,3.2.0,,,11.0,"Functional, stream-based CSV processor for Scala.",,,4.0,13,True,3,,['scala3'],,,,2.0
258,scala.rx,lihaoyi/scala.rx,reactive,https://github.com/lihaoyi/scala.rx,https://github.com/lihaoyi/scala.rx,,2012-09-26 15:18:46,2023-06-10 18:22:22,2022-02-14 22:51:54,323.0,,82.0,54.0,223.0,25.0,55.0,987,,,,,,An experimental library for Functional Reactive Programming in Scala.,,,21.0,12,False,3,,['scalajs'],,,,
259,better-monadic-for,oleg-py/better-monadic-for,sbt,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2021-12-31 00:10:05,2021-05-25 08:10:05,80.0,,31.0,21.0,18.0,11.0,26.0,696,,,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,,,10.0,12,False,3,,,,,,
260,accord,wix-incubator/accord,data,https://github.com/wix-incubator/accord,https://github.com/wix-incubator/accord,,2013-11-13 15:55:53,2022-11-23 10:05:39,2022-11-23 10:05:39,644.0,,54.0,282.0,36.0,24.0,93.0,534,,,,,,Accord: A sane validation library for Scala.,,,12.0,12,False,3,,['scalajs'],,,,
261,salat,salat/salat,db-clients,https://github.com/salat/salat,https://github.com/salat/salat,,2011-01-12 16:54:23,2019-03-03 13:32:54,2019-03-03 13:32:53,877.0,,109.0,55.0,82.0,37.0,97.0,488,,,,,,Salat is a simple serialization library for case classes.,,,43.0,12,False,3,,,,,,
262,scala-stm,nbronson/scala-stm,others,https://github.com/nbronson/scala-stm,https://github.com/nbronson/scala-stm,BSD-3-Clause,2010-07-08 23:40:04,2023-04-14 17:30:52,2018-03-14 17:04:15,496.0,,34.0,17.0,20.0,12.0,43.0,247,,,,,,"A library-based Software Transactional Memory (STM) for Scala, coupled with transactional sets and maps.",,,11.0,12,False,3,,,,,,
263,scala-ssh,sirthias/scala-ssh,others,https://github.com/sirthias/scala-ssh,https://github.com/sirthias/scala-ssh,Apache-2.0,2011-10-28 14:07:59,2021-07-09 08:32:58,2021-07-09 08:32:58,157.0,,53.0,16.0,29.0,18.0,12.0,232,,,,,,Remote shell access via SSH for your Scala applications.,,,21.0,12,False,3,,['scala3'],,,,
264,squid,epfldata/squid,toolkits,https://github.com/epfldata/squid,https://github.com/epfldata/squid,Apache-2.0,2016-03-08 21:53:00,2020-11-23 16:20:35,2020-11-23 16:20:07,583.0,,12.0,16.0,18.0,17.0,33.0,197,,,,,4.0,Squid type-safe metaprogramming and compilation framework for Scala.,,,6.0,12,False,3,,,,,,
265,spoiwo,norbert-radyk/spoiwo,csv-yaml,https://github.com/norbert-radyk/spoiwo,https://github.com/norbert-radyk/spoiwo,MIT,2014-01-05 13:42:05,2022-09-18 15:42:58,2022-09-18 15:42:58,256.0,,43.0,12.0,44.0,11.0,21.0,182,,,,,,Scala POI Wrapper for the spreadsheet generation in Excel:.,,,20.0,12,True,3,,['scala3'],,,,
266,mainargs,com-lihaoyi/mainargs,others,https://github.com/com-lihaoyi/mainargs,https://github.com/com-lihaoyi/mainargs,,2020-11-14 09:00:48,2023-12-04 08:53:01,2023-09-19 15:37:05,154.0,,15.0,6.0,81.0,15.0,9.0,167,2023-09-17 19:16:31,0.5.4,,,9.0,"A small, convenient, dependency-free library for command-line argument parsing in Scala.",,,8.0,12,False,3,,"['scala3', 'scalajs']",,,,
267,sbt-pgp,sbt/sbt-pgp,sbt,https://github.com/sbt/sbt-pgp,https://github.com/sbt/sbt-pgp,,2011-09-08 15:58:10,2022-12-06 03:24:26,2022-12-06 03:24:26,333.0,,52.0,7.0,86.0,18.0,97.0,141,2022-12-06 03:46:29,2.2.1,,,15.0,PGP plugin for sbt.,,,33.0,12,False,3,,,,,,
268,optimus,vagmcs/optimus,sci,https://github.com/vagmcs/Optimus,https://github.com/vagmcs/Optimus,LGPL-3.0,2014-12-23 12:23:36,2023-02-04 17:10:50,2022-08-27 20:53:36,279.0,,26.0,8.0,19.0,,21.0,141,2022-08-28 16:54:49,3.4.3,1917.0,112.0,1.0,Optimus is a mathematical programming library for Scala.,,,9.0,12,True,3,,['scala3'],,,,
