,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,updated_github_id
121,scapegoat,scapegoat-scala/scapegoat,development-cycle,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2025-05-29 11:57:19,2025-05-29 11:57:19,1462.0,,94.0,19.0,714.0,53.0,210.0,544,2025-05-11 20:47:48,3.1.9,,,37.0,Scala compiler plugin for static code analysis.,,,68.0,18,True,3,,,,,,,
122,jackson-module-scala,FasterXML/jackson-module-scala,json,https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2025-09-06 09:07:51,2025-09-06 09:07:09,1897.0,32.0,143.0,27.0,241.0,51.0,476.0,504,,,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,,,62.0,18,True,2,,['scala3'],,,,,
123,utest,com-lihaoyi/utest,test,https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,MIT,2014-01-27 03:12:39,2025-09-02 03:44:09,2025-08-18 10:08:32,742.0,30.0,88.0,14.0,255.0,16.0,131.0,504,2025-08-18 10:14:16,0.9.1,,,22.0,A simple testing framework for Scala.,,,55.0,18,True,3,,"['scala3', 'scalajs']",,,,,
124,metrics-scala,erikvanoosten/metrics-scala,others,https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2025-09-11 17:51:06,2025-09-11 17:51:05,2459.0,18.0,61.0,12.0,525.0,1.0,74.0,427,2019-06-04 12:08:41,4.0.6,,,12.0,The scala API for Dropwizards Metrics.,,,90.0,18,True,1,,['scala3'],,,,,
125,play-pac4j,pac4j/play-pac4j,sec,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2025-09-11 10:54:40,2025-09-11 10:54:37,1101.0,28.0,104.0,26.0,604.0,3.0,172.0,409,2023-11-15 08:16:36,play-pac4j-parent-12.0.0-PLAY2.8-RC1,,,1.0,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",,,54.0,18,True,1,,,,,,,
126,mockito-scala,mockito/mockito-scala,test,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2025-09-08 16:34:20,2025-09-08 16:34:20,936.0,22.0,60.0,16.0,459.0,25.0,103.0,359,2025-05-29 06:57:19,2.0.0,,,51.0,Mockito for Scala language.,,,31.0,18,True,3,,,,,,,
127,sbt-microsites,47degrees/sbt-microsites,sbt,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2025-09-08 05:12:49,2024-04-29 05:19:30,1290.0,,61.0,48.0,701.0,18.0,122.0,318,2023-11-10 13:36:09,1.4.4,,,79.0,An sbt plugin to create awesome microsites for your project.,,,76.0,18,True,2,,,,,,,
128,sbt-ci-release,sbt/sbt-ci-release,sbt,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2025-09-07 21:16:29,2025-09-07 21:16:29,610.0,30.0,78.0,11.0,309.0,4.0,89.0,303,2025-08-17 06:14:02,1.11.2,,,38.0,sbt plugin to automate Sonatype releases from GitHub Actions.,,,66.0,18,True,2,,,,,,,
129,openai-scala-client,cequence-io/openai-scala-client,sci,https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2025-09-04 15:51:07,2025-09-04 15:51:06,1032.0,20.0,32.0,10.0,51.0,8.0,43.0,233,2025-04-24 11:00:17,1.2.0,,,18.0,Scala client for OpenAI API and other major LLM providers.,6.0,,9.0,18,True,2,io.cequence:openai-scala-client_2.13,['scala3'],https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2025-04-23 14:42:04,6.0,,
130,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2025-09-08 17:34:30,2025-09-08 17:34:30,364.0,23.0,48.0,9.0,324.0,1.0,72.0,221,2025-06-30 04:41:28,2.5.5,,,28.0,sbt plugin for Scalafmt.,,,33.0,18,True,2,,,,,,,
131,fs2-aws,laserdisc-io/fs2-aws,others,https://github.com/laserdisc-io/fs2-aws,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52,2025-09-09 17:38:43,2025-09-09 16:27:04,844.0,10.0,51.0,4.0,1266.0,22.0,53.0,196,2025-08-21 11:47:52,6.3.0,,,67.0,fs2 utilities to interact with AWS.,,,31.0,18,True,1,,['scala3'],,,,,
132,neotypes,neotypes/neotypes,db-clients,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2025-09-01 14:34:45,2025-09-01 14:34:45,1424.0,19.0,37.0,6.0,846.0,13.0,57.0,173,2025-06-08 04:34:01,1.2.2,,,22.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",,,18.0,18,True,2,,,,,,,
133,openmole,openmole/openmole,sci,https://github.com/openmole/openmole,https://github.com/openmole/openmole,AGPL-3.0,2014-10-08 09:37:00,2025-09-11 12:24:45,2025-09-11 12:24:22,14942.0,69.0,40.0,19.0,107.0,99.0,375.0,147,2024-07-15 20:57:44,16.2,,,4.0,Workflow engine for exploration of simulation models using high throughput computing.,,,49.0,18,True,2,,,,,,,
134,skuber,hagay3/skuber,others,https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2025-08-11 12:45:39,2025-08-11 12:45:39,1207.0,52.0,32.0,2.0,449.0,37.0,25.0,77,2025-08-11 12:36:46,4.0.11,,,29.0,A Scala Kubernetes client library.,,,67.0,18,True,1,,['scala3'],,,,,
135,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,db-clients,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2025-09-08 20:54:35,2025-09-08 20:54:29,3132.0,63.0,43.0,9.0,29.0,2.0,12.0,52,,,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",169.0,169.0,25.0,18,True,2,,,,,,,
136,securesocial,jaliss/securesocial,sec,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571.0,,528.0,88.0,257.0,68.0,324.0,1199,,,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",,,98.0,17,False,1,,,,,,,
137,cassovary,twitter/cassovary,toolkits,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503.0,,148.0,159.0,155.0,33.0,48.0,1051,2015-03-18 21:37:14,5.1.0,,,5.0,Cassovary is a simple big graph processing library for the JVM.,,,30.0,17,False,3,,,,,,,
138,scala-logging,lightbend-labs/scala-logging,logging,https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2025-09-04 15:35:24,2025-03-25 00:59:27,370.0,,130.0,25.0,349.0,35.0,100.0,919,2023-08-30 13:19:37,3.9.5,,,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,,,45.0,17,True,2,,['scala3'],,,,,
139,quicklens,softwaremill/quicklens,toolkits,https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2025-09-07 00:10:06,2025-01-31 14:48:00,531.0,,53.0,40.0,232.0,38.0,35.0,838,2025-01-31 14:59:52,1.9.12,,,33.0,Modify deeply nested case class fields.,,,27.0,17,True,3,,"['scala3', 'scalajs']",,,,,
140,figaro,charles-river-analytics/figaro,sci,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478.0,,158.0,83.0,303.0,122.0,332.0,758,2017-08-24 18:00:35,5.0.0.0,3001.0,21.0,16.0,Figaro Programming Language and Core Libraries.,,,29.0,17,False,3,,,,,,,
141,scala-scraper,ruippeixotog/scala-scraper,others,https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2025-09-08 20:12:09,2025-09-08 20:12:08,824.0,16.0,105.0,28.0,536.0,9.0,56.0,727,2017-07-21 21:40:45,2.0.0,,,5.0,A Scala library for scraping content from HTML pages.,,,16.0,17,True,2,,['scala3'],,,,,
142,unfiltered,unfiltered/unfiltered,web-frameworks,https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2025-09-09 23:32:45,2025-09-09 23:32:45,3000.0,23.0,109.0,25.0,1438.0,76.0,146.0,710,,,,,,A toolkit for servicing HTTP requests in Scala.,,,96.0,17,True,3,,['scala3'],,,,,
143,scalafx,scalafx/scalafx,others,https://github.com/scalafx/scalafx,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15,2025-09-05 18:39:09,2025-09-05 18:39:08,2144.0,19.0,66.0,33.0,60.0,28.0,317.0,687,2025-07-23 02:46:52,.24.0.2-R36,346.0,2.0,36.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,,,57.0,17,False,2,,['scala3'],,,,,
144,chill,twitter/chill,data,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2024-08-19 21:32:21,2023-03-19 07:21:05,928.0,,154.0,128.0,708.0,75.0,92.0,616,2021-06-04 22:29:04,0.10.0,,,34.0,Scala extensions for the Kryo serialization library.,,,68.0,17,False,2,,,,,,,
145,freestyle,frees-io/freestyle,toolkits,https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,51.0,39.0,321.0,34.0,214.0,615,2018-06-07 10:17:38,0.8.2,,,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,,,45.0,17,False,3,,['scalajs'],,,,,
146,scalate,scalate/scalate,templating,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2025-09-07 00:05:45,2025-09-07 00:05:45,2825.0,11.0,103.0,22.0,716.0,38.0,35.0,607,,,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",,,74.0,17,True,2,,,,,,,
147,squeryl,squeryl/squeryl,db-clients,https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2025-09-07 00:01:30,2025-09-07 00:01:30,1221.0,10.0,140.0,28.0,481.0,39.0,112.0,587,,,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,,,60.0,17,True,2,,['scala3'],,,,,
148,sbt-buildinfo,sbt/sbt-buildinfo,sbt,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2025-08-26 17:47:28,2025-08-26 17:47:25,348.0,6.0,91.0,22.0,112.0,12.0,96.0,559,2024-11-09 19:28:52,0.13.1,,,8.0,I know this because build.sbt knows this.,,,51.0,17,True,2,,,,,,,
149,scalariform,scala-ide/scalariform,development-cycle,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2024-05-11 00:35:23,2019-06-11 05:21:17,734.0,,147.0,26.0,98.0,67.0,140.0,522,2019-06-11 05:28:37,0.2.10,10286.0,104.0,11.0,Scala source code formatter.,,,56.0,17,False,3,,,,,,,
150,jawn,typelevel/jawn,json,https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,,2012-10-01 02:04:45,2025-09-11 00:34:03,2025-08-24 22:15:43,1487.0,10.0,74.0,21.0,637.0,14.0,56.0,434,2024-05-29 20:49:23,1.6.0,,,23.0,Jawn is for parsing jay-sawn (JSON).,,,54.0,17,False,3,,"['scala3', 'scalajs']",,,,,
151,endpoints4s,endpoints4s/endpoints4s,http,https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2025-03-25 19:34:46,2025-03-25 19:34:46,1613.0,,97.0,10.0,1137.0,37.0,171.0,412,2024-09-20 20:34:06,1.12.1,,,33.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",,,64.0,17,True,3,,"['scala3', 'scalajs']",,,,,
152,play-swagger,iheartradio/play-swagger,others,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,137.0,23.0,438.0,22.0,160.0,406,2023-07-27 02:50:55,1.1.12,,,39.0,Swagger spec generator for play framework.,,,54.0,17,False,2,,,,,,,
153,xsbt-web-plugin,earldouglas/xsbt-web-plugin,sbt,https://github.com/earldouglas/sbt-war,https://github.com/earldouglas/sbt-war,BSD-3-Clause,2011-04-24 10:27:46,2025-09-06 14:10:51,2025-09-06 14:10:50,1261.0,36.0,100.0,18.0,797.0,,288.0,381,,,,,,Package and run WAR files from sbt.,,,33.0,17,True,2,,,,,,,earldouglas/sbt-war
154,sbt-git,sbt/sbt-git,sbt,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2025-09-07 21:16:53,2025-09-07 21:16:53,446.0,18.0,103.0,20.0,204.0,33.0,85.0,355,2024-10-09 22:55:17,2.1.0,,,8.0,A git plugin for sbt.,,,56.0,17,True,2,,,,,,,
155,scala-js-dom,scala-js/scala-js-dom,scala-js,https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2025-07-23 13:14:50,2025-07-23 13:05:58,1561.0,2.0,160.0,15.0,673.0,40.0,196.0,324,2025-07-23 13:14:50,2.8.1,,,11.0,Statically typed DOM API for Scala.js.,,,120.0,17,False,2,,"['scala3', 'scalajs']",,,,,
156,scalismo,unibas-gravis/scalismo,media,https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2025-07-31 14:43:27,2024-01-23 13:09:12,1839.0,,66.0,17.0,354.0,10.0,77.0,260,2023-07-04 08:48:44,0.92.0,,,7.0,Scalable Image Analysis and Shape Modelling.,,,23.0,17,False,2,,['scala3'],,,,,
157,anorm,playframework/anorm,db-clients,https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2025-08-24 18:56:55,2025-08-24 18:56:54,794.0,11.0,77.0,15.0,575.0,11.0,69.0,247,2022-09-29 14:17:35,2.7.0,,,3.0,The Anorm database library.,,,57.0,17,True,2,,"['scala3', 'play']",,,,,
158,sbt-header,sbt/sbt-header,sbt,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2025-09-11 14:24:38,2025-09-11 14:24:38,334.0,14.0,57.0,9.0,257.0,23.0,79.0,186,2023-06-07 11:27:41,5.10.0,,,24.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",,,39.0,17,True,2,,,,,,2.0,
159,zio-redis,zio/zio-redis,db-clients,https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2025-09-08 02:19:57,2025-09-08 01:02:50,727.0,21.0,64.0,12.0,995.0,18.0,123.0,128,2025-07-22 08:39:07,1.1.5,,,10.0,A ZIO-based redis client.,,,50.0,17,True,2,,"['zio', 'scala3']",,,,,
160,sbt-unidoc,sbt/sbt-unidoc,sbt,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2025-09-07 21:22:54,2025-09-07 21:22:54,211.0,16.0,27.0,14.0,142.0,25.0,36.0,126,2025-08-23 08:39:23,0.6.0,,,6.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,,,23.0,17,True,2,,,,,,,
161,play-googleauth,guardian/play-googleauth,sec,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2025-09-11 12:00:55,2025-09-11 11:51:01,892.0,61.0,11.0,58.0,321.0,12.0,,37,2025-09-11 11:51:00,26.0.0,,,67.0,Simple play module for authenticating against Google.,,,78.0,17,True,1,,,,,,,
162,mill,com-lihaoyi/mill,development-cycle,https://github.com/com-lihaoyi/mill,https://github.com/com-lihaoyi/mill,MIT,2017-10-17 03:43:19,2025-09-04 14:35:45,,,,412.0,,,202.0,,2567,,,,,,"A better build tool for Java, Scala and Kotlin: 3-6x faster than Maven or Gradle, less fiddling with plugins, and more..",,,269.0,16,True,3,,,,,,,
163,better-files,pathikrit/better-files,toolkits,https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2024-08-13 00:56:52,2024-03-18 04:06:32,1092.0,,145.0,36.0,468.0,50.0,178.0,1478,,,,,,"Simple, safe and intuitive Scala I/O.",,,63.0,16,True,3,,['scala3'],,,,,
164,scopt,scopt/scopt,others,https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2025-09-06 15:52:57,2025-09-06 15:52:57,510.0,2.0,161.0,35.0,185.0,57.0,117.0,1445,2022-07-02 20:30:57,4.1.0,,,17.0,command line options parsing for Scala.,,,62.0,16,False,2,,"['scala3', 'scalajs']",,,,,
165,tensorflow_scala,eaplatanios/tensorflow_scala,sci,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260.0,,95.0,64.0,51.0,29.0,120.0,939,2020-10-08 19:13:41,0.5.6,,,11.0,TensorFlow API for the Scala Programming Language.,,,12.0,16,False,3,,,,,,,
166,rxscala,reactivex/rxscala,reactive,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857.0,,112.0,57.0,122.0,2.0,85.0,887,2019-12-29 15:41:19,0.27.0,,,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,,,46.0,16,False,2,,,,,,,
167,nscala-time,nscala-time/nscala-time,toolkits,https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2025-09-09 00:11:07,2025-09-09 00:11:05,733.0,13.0,78.0,24.0,329.0,7.0,49.0,869,,,,,,A new Scala wrapper for Joda Time based on scala-time.,,,26.0,16,True,3,,"['scala3', 'scalajs']",,,,,
168,rediscala,etaty/rediscala,db-clients,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2024-05-07 19:31:37,2019-10-17 08:36:11,414.0,,134.0,38.0,101.0,74.0,83.0,786,2019-06-23 15:29:14,1.9.0,,,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",,,32.0,16,False,2,,,,,,,
169,sbt-updates,rtimush/sbt-updates,sbt,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2025-08-21 07:22:54,2025-08-21 07:22:52,674.0,2.0,55.0,22.0,351.0,12.0,67.0,775,2022-05-30 08:03:01,0.6.3,,,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,,,29.0,16,True,3,,,,,,,
170,vegas,vegas-viz/vegas,bigdata,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237.0,,98.0,40.0,77.0,54.0,54.0,730,2017-07-25 22:34:25,0.3.11,,,8.0,The missing MatPlotLib for Scala + Spark.,,,21.0,16,False,3,,,,,,,
171,scallop,scallop/scallop,others,https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2025-08-19 17:05:28,2025-08-19 17:05:07,613.0,2.0,58.0,14.0,57.0,10.0,189.0,680,2024-12-07 07:59:56,5.2.0,,,28.0,a simple Scala CLI parsing library.,,,26.0,16,True,2,,"['scala3', 'scalajs']",,,,,
172,scalastyle,scalastyle/scalastyle,development-cycle,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629.0,,217.0,30.0,148.0,85.0,149.0,675,,,,,,scalastyle.,,,70.0,16,False,3,,,,,,,
173,korolev,fomkin/korolev,web-frameworks,https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677.0,,50.0,20.0,227.0,16.0,224.0,578,2022-08-16 08:04:00,1.5.0,,,35.0,Single Page Applications running on the server side.,,,26.0,16,False,3,,"['scala3', 'scalajs']",,,,,
174,scala-graph,scala-graph/scala-graph,toolkits,https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,,2013-01-29 16:21:11,2025-08-14 11:32:14,2025-08-14 11:16:10,801.0,31.0,74.0,31.0,256.0,10.0,117.0,576,2024-10-11 10:46:33,2.0.2,,,2.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,,,21.0,16,False,3,,['scalajs'],,,,,
175,scala-oauth2-provider,nulab/scala-oauth2-provider,sec,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2025-08-27 09:40:48,2025-08-27 09:40:43,270.0,2.0,99.0,68.0,100.0,4.0,63.0,538,2023-10-16 02:00:21,1.6.0,,,28.0,OAuth 2.0 server-side implementation written in Scala.,,,28.0,16,True,2,,,,,,,
176,xitrum,xitrum-framework/xitrum,web-frameworks,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,52.0,38.0,36.0,56.0,600.0,445,,,,,,Async and clustered Scala web framework and HTTP(S) server.,,,31.0,16,False,3,,,,,,,
177,akka-http-session,softwaremill/akka-http-session,sec,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-08-29 17:18:02,2023-08-29 17:17:55,272.0,,58.0,46.0,45.0,11.0,32.0,440,2023-08-29 17:27:28,0.7.1,,,9.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",,,24.0,16,False,2,,,,,,,
178,reboot,dispatch/reboot,http,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2024-08-25 03:41:28,2024-08-25 03:40:21,752.0,,105.0,33.0,137.0,5.0,100.0,427,2024-08-25 03:33:13,2.0.0,,,25.0,Scala wrapper for the Java AsyncHttpClient.,,,39.0,16,True,3,,,,,,,
179,splain,tek/splain,sbt,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2025-07-16 22:07:48,2025-07-16 20:53:50,364.0,3.0,28.0,8.0,56.0,9.0,59.0,371,2025-07-16 20:49:58,Release/1.1.0-2.13.16,838.0,8.0,52.0,better implicit errors for scala.,,,21.0,16,True,3,,,,,,,
180,sbt-sonatype,xerial/sbt-sonatype,sbt,https://github.com/xerial/sbt-sonatype,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49,2025-09-10 08:06:33,2025-06-12 07:19:17,782.0,,65.0,13.0,511.0,25.0,96.0,343,2024-10-11 22:59:25,3.12.2,,,16.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,,,38.0,16,True,3,,,,,,,
181,pprint,com-lihaoyi/pprint,others,https://github.com/com-lihaoyi/PPrint,https://github.com/com-lihaoyi/PPrint,MIT,2017-05-12 09:10:20,2025-09-01 03:12:52,2025-09-01 03:12:52,164.0,9.0,41.0,6.0,121.0,18.0,26.0,243,2025-07-26 06:24:35,0.9.3,,,13.0,"Pretty-printing value, types and type-signatures in Scala.",,,20.0,16,True,2,,"['scala3', 'scalajs']",,,,,
182,cats-parse,typelevel/cats-parse,parsers,https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2025-09-11 18:41:21,2025-09-11 18:39:28,516.0,4.0,54.0,12.0,578.0,23.0,74.0,243,2024-12-11 17:33:56,1.1.0,,,16.0,A parsing library for the cats ecosystem.,,,46.0,16,True,2,,"['scala3', 'scalajs']",,,,,
183,pulsar4s,CleverCloud/pulsar4s,db-clients,https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2025-05-24 00:13:59,2025-05-24 00:13:37,776.0,,45.0,12.0,677.0,31.0,43.0,230,2025-05-23 16:20:23,2.12.0,,,9.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,27.0,16,True,2,,['scala3'],,,,,
184,youi,outr/youi,web-frameworks,https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2025-09-07 00:06:28,2024-11-27 22:53:29,2761.0,,29.0,15.0,378.0,22.0,41.0,212,2019-01-30 18:17:20,0.9.0,,,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",,,12.0,16,True,3,,['scalajs'],,,,,
185,sbt-doctest,tkawachi/sbt-doctest,sbt,https://github.com/sbt-doctest/sbt-doctest,https://github.com/sbt-doctest/sbt-doctest,MIT,2014-06-10 15:46:12,2025-09-07 00:03:24,2025-09-07 00:03:24,865.0,24.0,28.0,11.0,549.0,14.0,48.0,186,2015-12-17 13:37:24,0.3.5,,,1.0,Doctest for scala.,,,26.0,16,True,3,,,,,,,sbt-doctest/sbt-doctest
186,cilib,ciren/cilib,others,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338.0,,101.0,22.0,267.0,7.0,54.0,125,2018-03-21 12:08:40,2.0.1,,,5.0,"Typesafe, purely functional Computational Intelligence.",,,26.0,16,False,2,,,,,,,
187,vertx-lang-scala,vert-x3/vertx-lang-scala,reactive,https://github.com/reactiverse/vertx-lang-scala,https://github.com/reactiverse/vertx-lang-scala,,2014-11-04 12:04:52,2025-09-02 21:18:20,2024-12-17 08:46:08,682.0,,41.0,31.0,157.0,10.0,66.0,123,2024-06-09 22:23:52,4.5.8,3278.0,182.0,3.0,Vert.x for Scala.,,,21.0,16,False,2,,,,,,,reactiverse/vertx-lang-scala
188,clickhouse-scala-client,crobox/clickhouse-scala-client,db-clients,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2025-09-10 09:52:17,2025-09-08 13:43:23,1048.0,20.0,28.0,10.0,188.0,15.0,23.0,118,2025-09-05 14:26:16,1.2.14,,,68.0,Clickhouse Scala Client with Reactive Streams support.,,,22.0,16,True,2,,,,,,,
